"","Shom_PJ_029","Shom_PJ_030","Shom_PJ_031","Shom_PJ_032","Shom_PJ_033","Shom_PJ_034","Shom_PJ_035","Shom_PJ_036","Shom_PJ_037"
"Shom_DM21D06_00703",1973,1756,2127,3384,3829,2338,2674,3894,3529
"Shom_DM21D06_00704",85,75,57,156,217,131,178,208,174
"Shom_DM21D06_00705",13666,13225,19956,21473,19565,21452,17583,26462,28695
"Shom_DM21D06_00706",2023725,1960271,1206473,1329765,1873162,658223,1486825,1882095,1088298
"Shom_DM21D06_00707",986707,939815,525923,522365,867716,212342,544891,591974,235366
"Shom_DM21D06_00708",173873,172544,108962,70185,121089,37648,81705,92754,43906
"Shom_DM21D06_00709",273366,267202,183687,87824,164400,47305,99636,126792,57383
"Shom_DM21D06_00710",49705,44086,38208,13869,28121,8483,15870,20825,8908
"Shom_DM21D06_00711",450961,440115,286562,245958,332269,144730,207123,268334,142725
"Shom_DM21D06_00712",305357,294952,183472,169995,230867,101198,139449,183705,93259
"Shom_DM21D06_00713",28281,27330,23624,8857,15201,5947,8347,11975,7179
"Shom_DM21D06_00714",198566,200517,284589,60518,104688,48228,71060,105671,71770
"Shom_DM21D06_00715",170348,172663,231898,54319,92243,40319,72247,102806,65036
"Shom_DM21D06_00716",204379,204565,168556,64665,105059,35514,71200,95451,54920
"Shom_DM21D06_00717",199016,194391,135128,84243,117504,45014,75708,96275,49689
"Shom_DM21D06_00718",26449,25084,20511,29340,37048,20622,25766,33763,22679
"Shom_DM21D06_00719",2083,2047,1458,2565,3258,2059,2788,3185,2262
"Shom_DM21D06_00720",13254,13615,10765,13276,14798,13408,14175,19849,14112
"Shom_DM21D06_00721",13763,12426,10845,11768,13611,11820,13557,17769,12701
"Shom_DM21D06_00722",13324,13018,9979,13027,15240,14783,17614,21397,15814
"Shom_DM21D06_00723",5464,5531,3900,6077,7234,7559,9713,11259,8440
"Shom_DM21D06_00724",23177,23087,19214,25772,29504,35401,38322,49308,36530
"Shom_DM21D06_00725",7605,7383,5899,6601,8032,10068,10333,13049,9264
"Shom_DM21D06_00726",30586,29865,39620,36941,43232,38771,30431,41379,34607
"Shom_DM21D06_00727",8575,8044,7605,5433,7232,4376,4869,7024,5482
"Shom_DM21D06_00728",8070,7639,4571,4664,6580,2472,4601,6215,4142
"Shom_DM21D06_00729",56967,53665,46298,118022,129059,158151,135516,176532,145594
"Shom_DM21D06_00730",25883,24553,30699,46067,47060,76031,65305,88570,76808
"Shom_DM21D06_00731",10310,9854,12696,18805,18690,32927,28885,38381,34811
"Shom_DM21D06_00732",7900,7642,9567,16096,15865,30714,26585,34151,29608
"Shom_DM21D06_00733",26174,25464,36501,19094,22960,20640,24359,35823,21986
"Shom_DM21D06_00734",796,662,470,7018,8505,3030,6663,8900,4714
"Shom_DM21D06_00735",1320,1267,852,11971,14764,4847,11928,15786,7621
"Shom_DM21D06_00736",3308,3000,5130,2926,3551,3203,2753,3817,3454
"Shom_DM21D06_00753",62856,60235,65862,73971,79867,111826,68019,93847,84588
"Shom_DM21D06_00754",19956,19787,18195,24189,26109,28447,18776,27665,22069
"Shom_DM21D06_00755",3836,3858,2976,6920,8370,6033,7373,9734,8001
"Shom_DM21D06_00756",3901,3595,3119,4644,6506,4132,8023,10815,8705
"Shom_DM21D06_00757",49681,48805,62016,75502,83724,116055,108008,136779,112532
"Shom_DM21D06_00758",5616,5463,4428,3044,3491,3794,2647,3329,3394
"Shom_DM21D06_00759",225881,214048,157803,117843,152796,72181,113812,159215,95478
"Shom_DM21D06_00760",16345,16122,15655,10745,14455,8853,12113,17176,13964
"Shom_DM21D06_00761",11110,10936,11717,9395,12937,8092,10544,15555,13126
"Shom_DM21D06_00762",15507,15064,20768,27179,27750,31916,20783,26016,23977
"Shom_DM21D06_00763",8387,7774,10560,8103,8726,8580,7154,9905,8905
"Shom_DM21D06_00764",7400,7506,9463,6408,6966,5938,6013,8307,7310
"Shom_DM21D06_00765",24374,24084,25161,10091,15070,9962,15098,21038,14961
"Shom_DM21D06_00766",24873,23270,25864,9557,14930,9711,13492,20323,13889
"Shom_DM21D06_00767",51241,48716,57991,25470,36344,24260,29052,43646,31580
"Shom_DM21D06_00768",4211,3966,5030,3407,3987,3184,3193,4458,3788
"Shom_DM21D06_00769",177099,171975,257395,75789,115977,82380,80205,119927,84721
"Shom_DM21D06_00770",62616,59907,51344,67210,79325,74182,62962,87886,60517
"Shom_DM21D06_00771",38218,36443,29688,16140,26406,15494,23470,33951,20644
"Shom_DM21D06_00772",80034,75543,57928,108009,100605,126099,124119,148928,101813
"Shom_DM21D06_00773",126388,118761,101469,174385,158893,210296,162868,232211,164466
"Shom_DM21D06_00774",53277,50673,43681,71056,67413,85143,63031,89547,68454
"Shom_DM21D06_00775",9339,9155,10911,16921,16198,16001,11508,17274,18553
"Shom_DM21D06_00776",17196,16919,24449,44845,52775,64437,59566,76504,74285
"Shom_DM21D06_00777",8586,8570,10993,5955,8356,5693,7846,11496,9836
"Shom_DM21D06_00778",2058,2182,2291,1600,2226,1476,2157,3125,2647
"Shom_DM21D06_00779",26916,25704,26819,25084,26850,24770,18889,26553,27666
"Shom_DM21D06_00780",62637,60699,61819,58942,65274,58280,48416,69638,65320
"Shom_DM21D06_00781",5321,5296,4781,4674,5567,3750,5104,7015,6603
"Shom_DM21D06_00782",1239,1139,983,1140,1375,842,1185,1692,1482
"Shom_DM21D06_00783",3392,3282,2792,3443,3987,2649,3224,4420,3958
"Shom_DM21D06_00784",2029,1984,2557,4239,4548,4348,3217,4156,4327
"Shom_DM21D06_00785",6487,6384,8090,12407,13555,12917,10441,13500,13153
"Shom_DM21D06_00786",10943,10680,15432,21030,22389,22537,16714,23703,23742
"Shom_DM21D06_00787",9780,9422,12098,15400,16113,21551,15766,20584,18639
"Shom_DM21D06_00788",7427,7233,9032,9727,9384,13247,9315,12893,11379
"Shom_DM21D06_00789",10571,10225,10387,7392,7724,8041,6239,9232,8802
"Shom_DM21D06_00793",9383,9149,10775,9680,11532,9678,8381,10965,10243
"Shom_DM21D06_00794",30988,29273,37258,29393,35418,29482,22188,30730,27715
"Shom_DM21D06_00795",31775,31051,43042,32233,40823,29148,27849,40677,38525
"Shom_DM21D06_00796",2282,2276,2735,926,1633,1123,1508,2032,1848
"Shom_DM21D06_00797",6987,7095,9755,11254,14294,9637,7854,11803,9738
"Shom_DM21D06_00798",9792,9526,10292,15625,20830,8344,9739,12743,7193
"Shom_DM21D06_00799",4208,4131,3221,11644,13883,6735,5947,7186,3079
"Shom_DM21D06_00801",1801,1686,1597,3232,3381,3120,2341,3132,3624
"Shom_DM21D06_00802",3298,3187,2614,13583,10686,10221,6048,8316,14425
"Shom_DM21D06_00803",15787,14779,14392,5190,6308,5906,7810,11471,8593
"Shom_DM21D06_00804",21413,20525,20991,5122,7989,5958,8868,13713,9483
"Shom_DM21D06_00805",14640,13744,16300,2903,4765,4191,6091,9472,5864
"Shom_DM21D06_00806",659,611,764,1186,1145,1336,804,1119,1201
"Shom_DM21D06_00807",10987,10402,18271,15713,14743,25392,10754,15172,19273
"Shom_DM21D06_00808",12747,11543,18052,7830,9102,12902,5211,7899,7903
"Shom_DM21D06_00809",29731,27643,25886,36701,28936,24373,16930,23953,24925
"Shom_DM21D06_00810",6965,6449,11257,8967,8704,11502,8302,13497,15302
"Shom_DM21D06_00811",1031,974,1391,1186,1215,1654,1429,2302,2608
"Shom_DM21D06_00812",1919,1855,2638,2360,2410,3219,2783,4553,5209
"Shom_DM21D06_00813",17437,16735,22128,5398,10864,5012,10297,14632,10852
"Shom_DM21D06_00814",6795,6720,8525,2120,4644,1957,4748,6492,4419
"Shom_DM21D06_00815",2107,2158,3706,2235,3080,2294,2500,3491,2773
"Shom_DM21D06_00816",11653,12122,15747,690,966,1061,1176,1829,1077
"Shom_DM21D06_00817",2023,1923,2923,1543,1910,2162,1761,2437,2252
"Shom_DM21D06_00818",9454,9036,13416,6523,8024,8210,6989,10328,9226
"Shom_DM21D06_00819",4393,4036,5868,2710,3493,3417,2935,4688,3794
"Shom_DM21D06_00820",4977,4729,4417,4075,5609,3086,2891,4177,3811
"Shom_DM21D06_00821",42723,40525,32784,27055,44170,15824,20738,29288,22764
"Shom_DM21D06_00822",16946,16062,10476,10899,17538,7024,8874,12099,9296
"Shom_DM21D06_00823",3181,2818,3883,642,1593,408,2316,3669,1260
"Shom_DM21D06_00824",1416,1375,1789,2992,3969,2552,2529,3212,2817
"Shom_DM21D06_00825",10193,9956,14725,22966,31268,18568,18059,24090,20630
"Shom_DM21D06_00826",93366,91851,86816,41144,55897,38599,65685,92659,66587
"Shom_DM21D06_00827",92972,92009,54654,70848,80008,47015,70973,97505,59141
"Shom_DM21D06_00828",47021,46581,27959,25258,27522,19967,25431,36338,29312
"Shom_DM21D06_00829",10104,10428,7336,6924,6966,7021,7122,10089,9852
"Shom_DM21D06_00830",28052,27141,55826,62937,55420,102063,34187,49363,51987
"Shom_DM21D06_00831",8296,8366,12475,12237,14011,14336,12877,19800,16773
"Shom_DM21D06_00832",38404,37589,61544,45095,56362,54243,37117,56550,45912
"Shom_DM21D06_00833",11623,11041,16793,3286,4301,3900,3954,5716,4756
"Shom_DM21D06_00834",5478,5079,7339,2323,3653,2372,5206,6957,5489
"Shom_DM21D06_00835",2913,2877,3309,6973,5151,8835,5378,7315,15468
"Shom_DM21D06_00836",135055,130828,94890,145795,154847,161022,226617,300658,233510
"Shom_DM21D06_00837",123421,123745,84047,135716,145317,155710,228241,282964,238018
"Shom_DM21D06_00838",22168,22508,32475,13173,18728,12118,14864,24690,17361
"Shom_DM21D06_00839",697,617,983,1149,1173,1978,936,1221,1246
"Shom_DM21D06_00840",21250,18871,29944,33726,30375,84215,38977,48914,49391
"Shom_DM21D06_00841",8266,7943,8691,6812,8967,7554,5468,7959,6659
"Shom_DM21D06_00842",46417,43651,29868,12036,23175,6709,16053,21176,9766
"Shom_DM21D06_00843",95072,93218,52481,24058,48074,10823,39486,49419,17722
"Shom_DM21D06_00844",37709,36073,19351,9543,19827,4141,18621,21746,6986
"Shom_DM21D06_00845",2485,2037,3350,2621,2872,2880,2822,3746,3027
"Shom_DM21D06_00846",44294,44176,40079,26031,36448,20405,29011,40108,31588
"Shom_DM21D06_00847",4514,4670,3822,2958,4048,2099,3002,4434,3097
"Shom_DM21D06_00848",7113,6923,4317,3472,4710,1838,3289,4278,2742
"Shom_DM21D06_00849",2894,2677,2410,1314,1487,893,885,1245,966
"Shom_DM21D06_00850",176,142,160,718,444,1209,461,769,1557
"Shom_DM21D06_00851",218,233,177,587,423,706,550,839,1529
"Shom_DM21D06_00852",1087,1037,911,2171,1791,2762,2022,3120,5921
"Shom_DM21D06_00853",3968,3681,3941,5940,5991,7545,5470,7923,11955
"Shom_DM21D06_00854",2813,2687,2777,2806,3104,3150,2519,3642,5131
"Shom_DM21D06_00855",102,86,124,105,122,137,163,179,184
"Shom_DM21D06_00856",104,119,162,117,162,118,161,245,166
"Shom_DM21D06_00857",145,128,199,181,260,173,278,413,283
"Shom_DM21D06_00858",827,764,1194,3254,5858,3665,5104,6932,5579
"Shom_DM21D06_00859",545,532,768,3558,5850,3882,5349,6870,5288
"Shom_DM21D06_00860",470,471,767,6372,9806,7483,7990,10812,9129
"Shom_DM21D06_00861",127,129,190,176,201,154,147,218,197
"Shom_DM21D06_00862",900,999,1171,524,768,609,957,1234,1011
"Shom_DM21D06_00863",94,86,146,113,101,151,87,132,95
"Shom_DM21D06_00864",30388,30026,44616,24244,33852,25109,31886,44225,35803
"Shom_DM21D06_00865",2238,2247,3280,3259,4163,2968,3841,5156,4602
"Shom_DM21D06_00866",4183,3935,6241,4116,3913,5212,2769,4371,5892
"Shom_DM21D06_00867",1780,1789,2250,2344,2240,1978,1464,2451,2082
"Shom_DM21D06_00868",1029,977,1458,1213,1312,1123,1008,1604,1302
"Shom_DM21D06_00869",3678,3443,4265,4042,4074,4647,3170,4781,4103
"Shom_DM21D06_00870",2730,2606,3063,3512,3476,4278,3199,4583,4406
"Shom_DM21D06_00871",708,648,768,790,834,935,767,1073,987
"Shom_DM21D06_00872",7431,7105,10150,10088,10524,11612,8699,12655,12521
"Shom_DM21D06_00873",9,17,12,10,11,16,2,14,7
"Shom_DM21D06_00874",6,4,6,5,3,8,0,5,5
"Shom_DM21D06_00875",93,93,132,94,84,115,44,70,67
"Shom_DM21D06_00876",78,77,96,94,103,94,66,89,89
"Shom_DM21D06_00877",11,16,24,16,18,25,15,20,21
"Shom_DM21D06_00878",2479,2454,3888,2978,3790,3385,2860,4259,3711
"Shom_DM21D06_00879",1076,1000,1354,986,1138,1142,1263,1602,1255
"Shom_DM21D06_00880",11088,11003,15377,9547,11635,9861,10147,15167,10361
"Shom_DM21D06_00881",13241,12493,16621,10432,13160,10308,11159,15411,11049
"Shom_DM21D06_00882",9150,8660,11906,7181,8957,6989,8038,11365,7793
"Shom_DM21D06_00883",27993,26470,39994,23948,36021,25948,31533,43308,38012
"Shom_DM21D06_00884",3664,3471,5382,11884,11150,18814,8237,11421,9781
"Shom_DM21D06_00885",1757,1749,2724,4361,4403,7086,3171,4133,4289
"Shom_DM21D06_00886",4042,3844,4785,3051,3515,3104,3237,4522,4169
"Shom_DM21D06_00887",2430,2271,2903,1946,2265,2026,1968,3051,2713
"Shom_DM21D06_00888",3583,3316,3839,2976,3437,2913,3510,5114,4523
"Shom_DM21D06_00889",943,856,883,993,1042,851,1058,1383,1169
"Shom_DM21D06_00890",2059,1938,2114,2361,2589,2124,2136,3101,2699
"Shom_DM21D06_00891",1448,1338,1889,1249,1531,1167,1373,2067,1516
"Shom_DM21D06_00892",806,834,816,803,923,785,824,1146,855
"Shom_DM21D06_00893",657,638,517,606,748,523,679,905,589
"Shom_DM21D06_00894",7221,6985,9963,6585,7454,7997,4637,6783,7692
"Shom_DM21D06_00895",3580,3370,2706,3570,3204,3126,2313,3416,4689
"Shom_DM21D06_00896",4764,4513,2832,7148,6179,4706,4152,5722,7192
"Shom_DM21D06_00897",1275,1269,774,1997,2039,1088,1359,1996,2021
"Shom_DM21D06_00898",1250,1212,1349,3286,2346,3639,2016,2809,6292
"Shom_DM21D06_00899",1009,912,1161,2869,1877,3060,1239,2096,4737
"Shom_DM21D06_00900",26482,25638,17854,8637,8776,5099,8557,13264,6351
"Shom_DM21D06_00901",9944,9291,13896,16595,13826,27824,11473,17040,19741
"Shom_DM21D06_00902",210,195,278,7289,5539,21152,3410,5728,9677
"Shom_DM21D06_00903",525,473,779,14305,10678,41364,6616,11403,18768
"Shom_DM21D06_00904",1775,1653,2703,22075,16979,69817,11215,19126,29486
"Shom_DM21D06_00905",73,71,105,810,641,2576,456,686,1112
"Shom_DM21D06_00906",676,668,943,733,816,759,630,866,1052
"Shom_DM21D06_00907",2258,2151,3050,2222,2445,3108,1864,2715,3257
"Shom_DM21D06_00908",500,493,687,746,709,1197,514,633,1026
"Shom_DM21D06_00909",786,728,1296,1572,1417,2753,903,1149,2296
"Shom_DM21D06_00910",15064,14774,17000,16318,17166,17787,13276,18301,15951
"Shom_DM21D06_00911",10041,9634,8961,5203,7632,4819,6933,9767,8065
"Shom_DM21D06_00912",24404,23310,17663,11066,16383,8619,14122,19910,14864
"Shom_DM21D06_00913",12599,11919,9974,6557,9127,4730,7821,10916,7838
"Shom_DM21D06_00914",1712,1822,1984,418,789,334,887,1248,723
"Shom_DM21D06_00915",6523,5641,7359,2265,3568,3119,4011,4917,3538
"Shom_DM21D06_00916",42552,42817,57676,47135,48263,60987,33552,51145,48688
"Shom_DM21D06_00917",38996,38035,51918,32641,38587,44654,32393,46943,40994
"Shom_DM21D06_00918",6223,6207,8070,4537,5209,6789,4202,5893,5351
"Shom_DM21D06_00919",28251,27823,30918,25580,30055,32212,25180,34183,29398
"Shom_DM21D06_00920",33969,33624,25813,26688,35408,24950,29686,37824,29906
"Shom_DM21D06_00921",75093,75320,46775,43056,63608,25770,48242,61208,36958
"Shom_DM21D06_00922",7525,7379,11196,17584,20650,13508,7055,10155,11880
"Shom_DM21D06_00923",83608,80533,134036,58551,81249,78340,107005,142363,136053
"Shom_DM21D06_00924",475,469,323,1417,1092,1199,940,1366,2058
"Shom_DM21D06_00925",344,310,298,1076,787,1069,663,904,1492
"Shom_DM21D06_00926",727,596,836,2056,1744,2261,1292,1549,2101
"Shom_DM21D06_00927",20839,19804,27673,19558,21318,22067,16137,24017,26661
"Shom_DM21D06_00928",113445,110383,141262,112767,137979,115609,108985,154748,164453
"Shom_DM21D06_00929",20455,18831,25464,17604,21808,17371,17443,24507,26424
"Shom_DM21D06_00930",29795,28508,28473,23050,32119,20219,27552,37107,35458
"Shom_DM21D06_00931",26088,25099,19756,4923,13013,3212,9609,12679,4468
"Shom_DM21D06_00932",10195,9959,14742,22973,31270,18582,18072,24119,20651
"Shom_DM21D06_00933",1413,1373,1784,2992,3966,2553,2525,3204,2815
"Shom_DM21D06_00936",12960,12713,14869,20506,23861,20482,19247,26777,26545
"Shom_DM21D06_00937",32541,31780,31103,38762,49703,34816,44517,61265,59755
"Shom_DM21D06_00938",16443,15779,14348,15582,22080,14603,21074,30088,28664
"Shom_DM21D06_00939",9837,9717,10452,8668,12610,9290,13497,18713,17805
"Shom_DM21D06_00940",3368,3462,4242,2591,3182,3297,2844,4102,4477
"Shom_DM21D06_00941",3386,3275,3663,7013,6484,5050,3926,5956,4623
"Shom_DM21D06_00942",5159,5006,7020,11570,10493,12184,6775,10066,10220
"Shom_DM21D06_00943",1465,1375,2073,9609,9358,13556,4788,6787,5548
"Shom_DM21D06_00944",3469,3171,5425,4790,5652,5656,4184,6123,5263
"Shom_DM21D06_00945",995,995,1519,874,981,1540,784,1201,1113
"Shom_DM21D06_00946",9021,8914,11782,3283,4571,4197,2451,3690,3227
"Shom_DM21D06_00947",2549,2514,3365,458,850,715,550,778,657
"Shom_DM21D06_00948",323104,308534,382191,142847,238670,152269,132177,203922,157721
"Shom_DM21D06_00949",93250,94375,129234,93799,109778,151450,57901,83031,70708
"Shom_DM21D06_00950",3604,3370,5671,4382,5304,5742,3322,4747,4220
"Shom_DM21D06_00951",2002,1876,2658,1452,1689,2443,1069,1573,1502
"Shom_DM21D06_00952",1581,1600,1730,672,885,1020,561,771,696
"Shom_DM21D06_00953",1869,1939,2038,1021,1364,1295,656,1055,913
"Shom_DM21D06_00954",1853,1732,2020,1122,1370,1329,571,931,846
"Shom_DM21D06_00955",123,128,125,74,97,104,47,70,66
"Shom_DM21D06_00956",12253,13108,18827,10031,12492,12773,6963,10621,9857
"Shom_DM21D06_00957",3376,3109,3067,2310,3073,3046,359,654,472
"Shom_DM21D06_00958",27651,27573,25051,20557,26281,20783,13406,19045,15321
"Shom_DM21D06_00959",8680,8656,9296,6395,8287,7049,3855,5944,4667
"Shom_DM21D06_00960",9248,9261,11307,6469,8144,7535,3980,5882,4850
"Shom_DM21D06_00961",3381,3241,5470,4526,5284,5891,1805,2829,2886
"Shom_DM21D06_00962",3052,3125,4990,3395,4109,4204,1633,2491,2435
"Shom_DM21D06_00963",3068,2836,4693,3195,3920,4468,2370,3418,3024
"Shom_DM21D06_00964",1056,1005,1525,936,1130,1214,551,895,889
"Shom_DM21D06_00965",3239,3094,4142,2801,3356,3343,1946,2994,2725
"Shom_DM21D06_00966",6968,6621,9858,4233,6859,5451,3874,6214,5776
"Shom_DM21D06_00967",9965,9146,11424,6053,7570,8455,4360,6304,6175
"Shom_DM21D06_00968",168,166,281,213,208,309,102,179,195
"Shom_DM21D06_00969",14712,14780,17261,42573,46967,44372,32805,40768,26251
"Shom_DM21D06_00970",29850,28896,19951,120251,133253,78258,82205,96494,51404
"Shom_DM21D06_00971",9814,9533,8399,28221,31354,18332,17766,20218,11368
"Shom_DM21D06_00972",6704,6566,10853,7162,8976,12074,4457,6643,5820
"Shom_DM21D06_00973",218,179,295,68,49,137,71,100,85
"Shom_DM21D06_00974",577,560,878,420,455,664,368,677,520
"Shom_DM21D06_00975",800,747,1040,473,599,844,474,619,534
"Shom_DM21D06_00976",543,532,874,538,606,948,347,585,580
"Shom_DM21D06_00977",160,178,280,177,218,231,110,153,126
"Shom_DM21D06_00978",1785,1814,2700,629,1066,1103,653,1131,865
"Shom_DM21D06_00979",3528,3486,5547,2292,2966,3223,1520,2415,2340
"Shom_DM21D06_00980",3701,3816,5745,1740,2511,2524,1591,2440,2265
"Shom_DM21D06_00981",6899,6967,9558,2839,4370,4228,2561,3904,3718
"Shom_DM21D06_00982",2613,2539,2683,2388,2679,4880,1894,2379,2798
"Shom_DM21D06_00983",4127,3881,2942,1991,2467,2527,1618,2279,1700
"Shom_DM21D06_00984",810,751,817,448,588,646,247,419,350
"Shom_DM21D06_00986",2807,2661,3794,2636,2827,4046,1269,2053,1761
"Shom_DM21D06_00987",220,213,275,269,212,389,116,180,139
"Shom_DM21D06_00988",3014,2728,4818,3026,2758,5509,1333,2254,2214
"Shom_DM21D06_00989",2332,2353,3792,2214,2129,4590,917,1560,1573
"Shom_DM21D06_00990",640,663,611,454,513,781,281,390,394
"Shom_DM21D06_00991",120,111,150,61,78,121,60,83,100
"Shom_DM21D06_00992",10272,9822,14139,10166,11046,17620,5316,7948,8425
"Shom_DM21D06_00993",8448,8584,11539,15174,14537,31391,6798,9307,10087
"Shom_DM21D06_00994",350,358,558,241,238,378,146,190,240
"Shom_DM21D06_00995",6525,7771,7951,1915,2658,3506,1460,2305,2357
"Shom_DM21D06_00996",9497,8956,14573,5898,7934,7870,4206,7308,5493
"Shom_DM21D06_00997",31956,31236,51075,16853,31995,20769,18612,29910,25257
"Shom_DM21D06_00998",1678,1731,2570,396,728,570,462,694,629
"Shom_DM21D06_00999",1026,933,1123,1377,1644,2121,732,1054,1179
"Shom_DM21D06_01000",7406,6754,11545,44519,42175,105126,50688,69360,84679
"Shom_DM21D06_01001",6352,6126,9625,2255,3234,3603,1390,2298,2414
"Shom_DM21D06_01002",1404,1230,1727,1170,1508,1705,970,1233,1335
"Shom_DM21D06_01003",1929,1759,1450,19299,15985,13842,7523,9106,4588
"Shom_DM21D06_01004",1734,1997,2749,220,341,293,166,229,206
"Shom_DM21D06_01005",5758,5634,8042,10198,11958,13784,5384,7589,7981
"Shom_DM21D06_01006",16188,16596,22748,5536,7004,9311,3239,5212,5296
"Shom_DM21D06_01007",3647,3610,4039,3384,4541,4530,2378,3557,3182
"Shom_DM21D06_01008",2977,2930,2799,2304,3253,2653,1660,2513,2104
"Shom_DM21D06_01009",6552,6376,5492,15983,17228,19125,8344,10983,8914
"Shom_DM21D06_01010",74852,72644,81916,39508,44109,60667,24065,35666,36821
"Shom_DM21D06_01011",14524,13329,20532,9308,10808,15677,6387,9495,9462
"Shom_DM21D06_01012",2887,2699,2462,556,825,751,491,819,684
"Shom_DM21D06_01013",104024,96705,157334,241454,219980,468637,104386,134309,178282
"Shom_DM21D06_01014",2229,2054,3408,4428,4337,14140,2952,3734,4273
"Shom_DM21D06_01015",11450,11138,21093,66181,54832,100535,22712,36806,65555
"Shom_DM21D06_01017",10250,9997,14769,23007,31328,18619,18107,24165,20701
"Shom_DM21D06_01018",1415,1374,1785,2992,3967,2553,2527,3205,2816
"Shom_DM21D06_01019",6017,6287,9414,3555,4028,6288,2368,3970,3442
"Shom_DM21D06_01020",5242,5542,7312,4042,4396,4598,2229,3672,3087
"Shom_DM21D06_01021",7444,7416,5037,4011,7244,2487,2288,2742,1751
"Shom_DM21D06_01022",22305,21607,17304,12019,20547,9013,7867,10545,7397
"Shom_DM21D06_01023",3518,3777,2926,1783,3053,1545,1424,1835,1290
"Shom_DM21D06_01024",12002,11640,11515,5740,10077,5486,4918,6606,5123
"Shom_DM21D06_01025",989,939,1293,3724,3836,4392,1224,1778,1850
"Shom_DM21D06_01026",10116,10040,14993,9015,9828,12152,4596,7065,6246
"Shom_DM21D06_01027",105,114,136,62,75,55,21,43,37
"Shom_DM21D06_01028",1146,1057,751,2074,2289,1486,918,1390,953
"Shom_DM21D06_01029",69797,69747,114867,263578,314052,455872,189183,231020,256024
"Shom_DM21D06_01030",108,109,157,84,106,151,67,114,94
"Shom_DM21D06_01031",4858,4715,7116,6416,7372,11087,4374,6975,4901
"Shom_DM21D06_01032",23673,22272,20342,3301,6391,3687,4195,6856,3989
"Shom_DM21D06_01033",4930,4769,6786,8768,8102,20424,5971,7945,9735
"Shom_DM21D06_01034",5524,5111,6745,5082,5086,5791,4150,6081,5583
"Shom_DM21D06_01035",10558,10088,12631,9089,8961,10899,8520,11720,11319
"Shom_DM21D06_01036",10281,10585,17234,43471,43746,99659,16093,20355,25769
"Shom_DM21D06_01037",5403,4937,7552,1400,1690,2516,1548,2638,4473
"Shom_DM21D06_01038",2642,2431,3627,2875,3278,5224,3699,6134,12136
"Shom_DM21D06_01039",871,885,1221,1509,1643,2452,1818,2954,6163
"Shom_DM21D06_01040",309,288,400,158,239,246,514,969,3232
"Shom_DM21D06_01041",1718,1540,2455,661,792,1035,508,723,688
"Shom_DM21D06_01042",1883,1855,2553,673,1039,1294,943,1494,1395
"Shom_DM21D06_01043",169,176,221,174,237,170,150,175,154
"Shom_DM21D06_01044",1033,1020,1594,1364,1681,1434,1204,1635,1413
"Shom_DM21D06_01045",46,44,40,36,46,59,22,23,19
"Shom_DM21D06_01046",3345,3155,4524,2542,2272,3817,918,1285,1655
"Shom_DM21D06_01047",6047,6117,8249,4031,4598,5873,2191,3278,2892
"Shom_DM21D06_01048",8176,7796,5817,6961,9576,8607,5809,7473,6627
"Shom_DM21D06_01049",4763,4354,3887,4134,6052,6049,3594,4752,4328
"Shom_DM21D06_01050",4827,5187,6702,4395,4656,5505,2683,3692,3286
"Shom_DM21D06_01051",889,891,761,97431,65927,137343,131396,164894,141675
"Shom_DM21D06_01052",562,559,421,63540,43945,85671,88371,106264,93100
"Shom_DM21D06_01053",1159,1036,894,110764,76349,159748,134131,166409,136963
"Shom_DM21D06_01054",1028,1016,829,91308,63763,158961,86822,107884,92059
"Shom_DM21D06_01055",2009,1968,2710,1230,1325,1591,738,1053,951
"Shom_DM21D06_01056",3626,3892,5862,2708,2739,3929,1456,2145,2185
"Shom_DM21D06_01057",572,548,843,559,522,1105,355,442,473
"Shom_DM21D06_01058",2450,2402,1778,1127,1800,1148,2790,4131,40401
"Shom_DM21D06_01059",4496,4324,4945,2905,3515,4111,2140,3159,3769
"Shom_DM21D06_01060",12,13,21,16,13,28,16,14,13
"Shom_DM21D06_01061",56,42,75,60,47,97,21,40,38
"Shom_DM21D06_01062",219,234,333,342,344,567,183,252,316
"Shom_DM21D06_01063",1074,1154,1855,257,456,288,300,489,314
"Shom_DM21D06_01064",10267,10047,16526,2416,4666,3759,2776,4535,3440
"Shom_DM21D06_01065",410,352,643,318,314,557,108,197,235
"Shom_DM21D06_01066",62,62,67,37,32,57,18,28,34
"Shom_DM21D06_01067",10,10,10,2,4,6,1,3,0
"Shom_DM21D06_01068",242,201,369,165,191,249,84,174,142
"Shom_DM21D06_01069",846,774,1285,683,717,1092,333,604,558
"Shom_DM21D06_01070",21305,20665,22830,13669,18960,14622,9217,13493,12354
"Shom_DM21D06_01071",280,223,421,485,513,752,182,280,285
"Shom_DM21D06_01072",7039,7246,10808,1735,2887,2658,1353,2342,1789
"Shom_DM21D06_01073",7504,7502,11734,1796,3186,2389,1511,2522,1684
"Shom_DM21D06_01074",48,56,90,53,82,88,52,52,53
"Shom_DM21D06_01075",145,140,210,173,211,256,135,161,148
"Shom_DM21D06_01076",10267,10012,14806,23017,31330,18630,18106,24160,20700
"Shom_DM21D06_01077",1413,1373,1784,2992,3968,2553,2527,3205,2817
"Shom_DM21D06_01078",3215,3257,5024,1323,1811,2036,1269,2010,1864
"Shom_DM21D06_01079",1307,1359,1878,1140,1429,1615,720,1064,1129
