"","Sepi_PJ_010","Sepi_PJ_011","Sepi_PJ_012","Sepi_PJ_013","Sepi_PJ_014","Sepi_PJ_015","Sepi_PJ_016","Sepi_PJ_017","Sepi_PJ_018"
"Sepi_DM24B03_00691",2441,3438,3099,1702,2965,2220,1510,2214,1570
"Sepi_DM24B03_00692",4234,5899,5029,2949,5034,4139,2781,3684,2913
"Sepi_DM24B03_00693",5361,7134,6007,3722,5563,5688,2513,4045,3809
"Sepi_DM24B03_00694",5935,7039,5965,4687,6845,7045,2411,3000,2927
"Sepi_DM24B03_00695",43279,77082,64554,34093,61731,57063,15617,18878,24968
"Sepi_DM24B03_00696",20139,27130,27052,8022,15379,12187,5279,7117,5408
"Sepi_DM24B03_00697",19340,15744,16022,10348,14568,13330,10435,18532,17292
"Sepi_DM24B03_00698",4660,3311,3813,3636,5410,4451,4457,6768,4863
"Sepi_DM24B03_00699",503,214,332,319,424,452,189,170,167
"Sepi_DM24B03_00700",831,347,498,604,812,827,291,283,326
"Sepi_DM24B03_00701",1247,446,601,847,1243,1356,370,342,446
"Sepi_DM24B03_00702",1060,358,505,750,1140,1097,337,297,351
"Sepi_DM24B03_00703",517,174,265,414,559,547,199,210,218
"Sepi_DM24B03_00704",3776,1641,2144,2813,4097,3944,1538,1544,1489
"Sepi_DM24B03_00705",888,603,608,690,936,908,407,544,437
"Sepi_DM24B03_00706",2226,1481,1587,1567,2403,2245,1052,1316,999
"Sepi_DM24B03_00707",2337,1992,2117,1507,2346,1892,1752,2462,1815
"Sepi_DM24B03_00708",2742,2151,2383,4610,6305,5343,6556,10020,6373
"Sepi_DM24B03_00709",66951,14770,23893,67002,80628,69293,110985,113830,71449
"Sepi_DM24B03_00710",98286,31179,41714,85751,104533,92343,127081,144228,108149
"Sepi_DM24B03_00711",376674,70556,114225,219151,245877,224378,365297,419237,366616
"Sepi_DM24B03_00712",196317,38276,57604,120472,134586,132790,187950,236016,221761
"Sepi_DM24B03_00713",484381,101240,158010,303415,354377,311273,486895,557790,461758
"Sepi_DM24B03_00714",23891,29921,25826,12612,18068,16401,12546,24440,21460
"Sepi_DM24B03_00715",2129,1632,1767,1629,2001,1854,2818,3356,2965
"Sepi_DM24B03_00716",11701,5112,6422,7855,9672,9432,10794,11579,10042
"Sepi_DM24B03_00717",7900,4070,4393,5842,7357,6750,7210,8360,7751
"Sepi_DM24B03_00718",39637,30974,33812,8559,13557,11982,21117,36584,29139
"Sepi_DM24B03_00719",5191,3847,4722,1590,2607,2258,2160,2828,2751
"Sepi_DM24B03_00720",4725,3687,4262,1704,2519,2324,2141,2766,2510
"Sepi_DM24B03_00721",10763,27276,19037,6039,9639,8232,5332,9747,8165
"Sepi_DM24B03_00722",413,334,428,1866,2809,2386,1830,2622,2122
"Sepi_DM24B03_00723",24478,14879,17104,396828,570544,487202,512650,710671,576712
"Sepi_DM24B03_00724",16791,15095,14538,13238,18568,17845,17669,27951,25232
"Sepi_DM24B03_00725",39978,50431,46891,30003,45594,39450,38009,60067,49920
"Sepi_DM24B03_00726",11998,14842,13505,7694,11542,10127,9226,15542,12954
"Sepi_DM24B03_00727",5442,7445,7167,2036,3204,3025,2106,3437,2838
"Sepi_DM24B03_00728",2597,2249,2276,2128,2790,2663,1977,3470,2867
"Sepi_DM24B03_00729",16751,12058,12568,12164,15298,13991,12005,17004,13622
"Sepi_DM24B03_00730",4313,3920,3891,7728,11811,9625,6301,8706,7804
"Sepi_DM24B03_00740",17667,19757,18723,12901,18892,15344,11701,19170,15546
"Sepi_DM24B03_00741",52517,62426,52263,41961,61308,56352,35814,58905,48503
"Sepi_DM24B03_00742",36678,33063,36865,20452,31543,25353,19491,25359,15047
"Sepi_DM24B03_00743",44385,44471,46090,174831,298875,235559,232184,195376,208949
"Sepi_DM24B03_00744",34323,21138,22455,20025,26866,23744,19750,33424,29350
"Sepi_DM24B03_00745",21986,59670,41594,17902,30322,26538,14574,28270,25394
"Sepi_DM24B03_00746",8418,10848,9148,4783,7925,5993,5187,8541,7135
"Sepi_DM24B03_00747",29470,26692,26120,21321,34483,28554,15504,36392,28162
"Sepi_DM24B03_00748",14941,15464,13550,13192,20954,17741,9269,23859,22369
"Sepi_DM24B03_00749",13691,5739,7119,10827,16718,14566,14566,21425,17617
"Sepi_DM24B03_00750",22066,29005,25864,11224,18544,15169,12605,20910,16096
"Sepi_DM24B03_00751",3138,3787,3674,1364,2350,1800,1511,2413,1626
"Sepi_DM24B03_00752",23520,34798,28005,20604,33480,27344,19371,35666,29858
"Sepi_DM24B03_00753",17610,6316,7995,13246,16799,15548,16061,22004,19528
"Sepi_DM24B03_00754",42744,18335,21553,29081,38771,32847,35455,45234,36228
"Sepi_DM24B03_00755",33318,28495,31095,19329,27597,23335,15025,23695,20047
"Sepi_DM24B03_00756",15728,10469,10332,21189,28876,30686,13946,14767,16170
"Sepi_DM24B03_00757",27934,16725,17686,38417,52983,53401,22378,17990,21002
"Sepi_DM24B03_00758",80730,49703,52676,80582,107359,103418,58175,71115,63931
"Sepi_DM24B03_00759",24715,16548,18194,23507,32533,29934,21215,29905,24821
"Sepi_DM24B03_00760",10842,13632,13273,8679,14177,11530,7875,12860,9870
"Sepi_DM24B03_00761",3072,3536,3300,14015,24820,21447,5992,10911,9272
"Sepi_DM24B03_00762",5545,7476,6664,17841,30962,27715,9125,19202,15213
"Sepi_DM24B03_00763",23911,26218,25183,15841,25685,21481,15276,26377,21218
"Sepi_DM24B03_00764",24049,26106,26470,5403,8258,6528,6510,11162,8822
"Sepi_DM24B03_00765",16656,5620,8359,7337,10194,8336,13579,14215,10791
"Sepi_DM24B03_00766",27997,28694,25493,12030,18013,15475,18332,20473,16416
"Sepi_DM24B03_00767",102316,106476,105719,21977,36994,30319,22321,32436,23682
"Sepi_DM24B03_00768",3864,6412,5126,1470,2734,2364,1642,3146,2638
"Sepi_DM24B03_00769",626078,320936,428874,75935,108566,89784,57326,62073,46837
"Sepi_DM24B03_00770",72615,51977,53744,33342,53148,42317,41789,61431,45217
"Sepi_DM24B03_00771",112031,28759,47985,97697,119719,102463,144915,150589,97237
"Sepi_DM24B03_00772",38152,57496,52547,11755,21116,17022,12805,21025,15512
"Sepi_DM24B03_00773",73883,93522,92160,14332,26010,21051,12199,20430,15596
"Sepi_DM24B03_00774",8971,13486,12383,5801,10444,8315,4715,6750,5736
"Sepi_DM24B03_00775",15249,20167,20752,9023,16209,13280,7479,8563,6270
"Sepi_DM24B03_00776",12760,17886,17960,6868,11665,10083,5632,7379,5542
"Sepi_DM24B03_00777",4350,6389,5838,2531,4372,4224,1660,1943,1861
"Sepi_DM24B03_00778",3918,6339,5456,2135,3622,3423,1449,2009,1805
"Sepi_DM24B03_00779",7445,6814,6261,21845,27967,31507,15782,12712,15859
"Sepi_DM24B03_00780",19927,16651,14954,58237,77252,88475,39621,27037,36150
"Sepi_DM24B03_00781",10520,6907,7341,19861,27136,28229,13982,10057,11342
"Sepi_DM24B03_00782",33151,24233,24102,45732,61731,67481,31518,27741,32234
"Sepi_DM24B03_00783",48343,50876,49012,38344,61382,59609,27154,36630,33794
"Sepi_DM24B03_00784",170814,148616,153124,120722,183523,179232,79728,105443,94617
"Sepi_DM24B03_00785",22782,16545,22114,12092,20014,16362,8529,8676,6124
"Sepi_DM24B03_00786",76063,52449,61368,43497,68739,69522,27152,28533,25667
"Sepi_DM24B03_00787",136624,96845,106474,87230,131857,140083,48063,52289,55216
"Sepi_DM24B03_00788",262348,164875,199148,163838,238227,232903,82494,81668,89947
"Sepi_DM24B03_00789",240948,141108,170774,149614,222552,214350,71406,68143,78888
"Sepi_DM24B03_00790",311136,170606,223397,168312,261312,245876,88441,78614,82597
"Sepi_DM24B03_00791",139186,89004,102325,74448,115026,109041,43023,45924,41660
"Sepi_DM24B03_00792",1342,1201,1258,932,1436,1285,768,959,879
"Sepi_DM24B03_00793",26635,20077,21601,15976,25319,21021,13417,14623,13163
"Sepi_DM24B03_00794",9857,8084,8854,4890,7658,6718,4203,5177,3988
"Sepi_DM24B03_00795",973,1156,1024,964,1494,1195,833,1459,1130
"Sepi_DM24B03_00796",631,640,563,2664,3019,2640,3118,4393,4577
"Sepi_DM24B03_00797",449,808,652,631,811,740,731,992,887
"Sepi_DM24B03_00798",3978,3296,3424,4348,5992,4863,4057,5157,3923
"Sepi_DM24B03_00799",4328,4087,4212,4791,6992,5786,4783,5788,3924
"Sepi_DM24B03_00800",5025,4906,4838,5581,8051,7192,5654,7234,5582
"Sepi_DM24B03_00801",2747,2669,2762,2913,4027,3703,2915,3555,2572
"Sepi_DM24B03_00802",40116,105234,74806,28864,52091,44317,24395,41407,36569
"Sepi_DM24B03_00803",2930,4734,3665,4044,6770,5786,3694,7782,6988
"Sepi_DM24B03_00804",8779,13489,11628,10151,16736,13510,9621,16459,12289
"Sepi_DM24B03_00805",5242,4737,4973,2560,4367,3362,3383,5213,3827
"Sepi_DM24B03_00806",3531,3337,3547,1828,2805,2393,2356,3594,2775
"Sepi_DM24B03_00807",1792,1324,1518,810,1299,1111,1262,1636,1183
"Sepi_DM24B03_00808",17540,22854,19142,21511,30895,27091,18195,30057,26684
"Sepi_DM24B03_00809",24322,49833,43051,17515,27234,23329,13586,22512,17629
"Sepi_DM24B03_00810",41730,79417,68084,29139,44438,39629,21660,37065,30074
"Sepi_DM24B03_00811",24052,63664,52558,13257,30300,24807,13405,13383,11863
"Sepi_DM24B03_00812",6209,4735,4999,9357,13022,13045,8261,14356,14234
"Sepi_DM24B03_00813",13991,9577,11113,22020,30397,27936,18321,24862,21384
"Sepi_DM24B03_00814",3965,2500,3115,6404,9066,9202,3895,3851,4650
"Sepi_DM24B03_00815",4880,3018,3751,5881,8348,7586,4065,4356,4044
"Sepi_DM24B03_00816",15542,9923,12253,16305,22653,20265,11747,13842,10606
"Sepi_DM24B03_00817",12526,10047,11848,7487,11329,9940,7515,10387,7467
"Sepi_DM24B03_00818",7573,6505,7778,4570,7024,6152,4612,6329,4336
"Sepi_DM24B03_00819",4600,3422,3902,2933,4622,4244,2334,2454,2226
"Sepi_DM24B03_00820",30990,8853,13305,25851,33578,32612,26718,24089,26144
"Sepi_DM24B03_00821",32762,8923,13511,27339,36708,36593,26636,20334,23675
"Sepi_DM24B03_00822",73667,20535,29496,58907,79494,77448,57830,47798,51662
"Sepi_DM24B03_00823",10904,18778,15606,9755,16803,14881,10775,15148,13155
"Sepi_DM24B03_00824",2663,3932,3482,2156,3220,3171,2491,3594,2738
"Sepi_DM24B03_00830",605,645,582,3012,4285,5172,5022,7040,7493
"Sepi_DM24B03_00831",57,54,54,635,981,1155,1051,1057,1282
"Sepi_DM24B03_00832",192,164,124,3565,5181,6813,5387,5549,8242
"Sepi_DM24B03_00833",252,154,168,3800,5095,6522,4887,5292,7680
"Sepi_DM24B03_00834",424,198,189,5116,6655,7601,6082,6130,6908
"Sepi_DM24B03_00835",509,158,207,5234,7016,7154,6336,6571,6617
"Sepi_DM24B03_00836",104,42,59,697,924,926,521,625,701
"Sepi_DM24B03_00837",1488,623,864,8423,10486,11425,5110,5651,6367
"Sepi_DM24B03_00838",1402,740,917,5718,8187,7653,3755,4393,3734
"Sepi_DM24B03_00839",3437,7188,5088,2207,3554,2868,1847,3298,3086
"Sepi_DM24B03_00840",7556,15205,10769,4338,7452,6417,3949,7096,6320
"Sepi_DM24B03_00841",4314,8909,6890,2368,4216,3343,2066,3558,2678
"Sepi_DM24B03_00842",5280,11381,9168,2681,4864,3491,2252,3670,2829
"Sepi_DM24B03_00843",6492,9364,7400,5865,8502,7879,4649,8422,7960
"Sepi_DM24B03_00844",13414,21062,17000,10635,17575,15026,9092,15515,11079
"Sepi_DM24B03_00845",24028,22076,21051,9035,14834,12316,12896,19197,15094
"Sepi_DM24B03_00846",3240,2429,2777,2322,3450,2654,2676,4259,3517
"Sepi_DM24B03_00847",2516,3124,3201,3170,6303,5062,1593,2293,2092
"Sepi_DM24B03_00848",1149,1418,1342,1016,2022,1854,586,984,781
"Sepi_DM24B03_00849",9694,3736,4694,3070,3940,3354,2863,3446,2293
"Sepi_DM24B03_00850",21103,13861,15392,7138,9698,8272,7698,11734,9605
"Sepi_DM24B03_00851",34186,19850,24199,6981,10270,8446,7916,9317,7161
"Sepi_DM24B03_00852",20344,12591,14848,4625,6487,5437,4684,6048,4794
"Sepi_DM24B03_00853",43680,41575,38863,32443,45212,40550,58246,95216,88294
"Sepi_DM24B03_00854",56542,47409,50705,39770,57864,52419,79257,117272,96559
"Sepi_DM24B03_00855",49480,29964,37387,41103,53476,47199,73053,98082,81204
"Sepi_DM24B03_00856",351560,229130,257490,324256,407415,353921,551571,834539,723163
"Sepi_DM24B03_00857",3538,3843,3497,4116,5833,5216,3598,6175,5243
"Sepi_DM24B03_00858",34107,24509,23149,52691,67626,62414,45044,58629,51130
"Sepi_DM24B03_00859",32633,29744,28923,28930,40581,35218,27100,43873,35456
"Sepi_DM24B03_00860",24965,14710,18350,10988,18858,14503,8176,9890,7770
"Sepi_DM24B03_00861",86854,48001,62092,42024,66484,53467,27815,30811,27306
"Sepi_DM24B03_00862",583,514,439,490,835,669,569,938,844
"Sepi_DM24B03_00863",312,269,204,260,401,371,282,526,491
"Sepi_DM24B03_00864",2208,1758,1858,1659,2366,1882,1752,2665,2197
"Sepi_DM24B03_00865",3420,2853,2821,3154,4439,3707,3558,4752,3973
"Sepi_DM24B03_00866",297,475,392,196,300,258,243,430,334
"Sepi_DM24B03_00867",1598,1380,1247,333,517,437,455,739,683
"Sepi_DM24B03_00868",2994,4736,3859,1976,3325,2807,2194,3600,3193
"Sepi_DM24B03_00869",79104,61205,63716,69524,90979,82912,58592,78608,59131
"Sepi_DM24B03_00870",168,285,254,89,150,127,99,143,92
"Sepi_DM24B03_00871",10684,6754,7769,3872,6160,5345,4969,6938,5275
"Sepi_DM24B03_00872",20210,14205,14485,8225,12124,10976,8771,14647,12954
"Sepi_DM24B03_00873",16637,11695,12125,7036,9550,9385,7040,11117,10038
"Sepi_DM24B03_00874",26091,17418,18502,9598,14344,13116,11015,15633,11456
"Sepi_DM24B03_00875",16493,11249,11219,6486,9483,8775,6828,10257,8452
"Sepi_DM24B03_00876",1745,2648,2343,1693,3002,2437,1533,2817,2211
"Sepi_DM24B03_00877",3187,5084,4168,3305,5612,4468,2774,5293,4577
"Sepi_DM24B03_00878",6145,8449,7198,5178,8145,7090,3878,7146,5633
"Sepi_DM24B03_00879",3525,4753,3823,4588,7400,6023,4511,7956,6639
"Sepi_DM24B03_00880",19653,8955,11695,4291,6391,4673,8764,10123,7465
"Sepi_DM24B03_00881",1694,1342,1247,2034,2634,2415,1339,2241,2169
"Sepi_DM24B03_00882",21574,17532,18610,14443,22247,18962,12663,20199,16127
"Sepi_DM24B03_00883",11333,10590,11041,8252,12507,11193,5131,6132,5408
"Sepi_DM24B03_00884",157462,102312,111299,80289,110111,97409,60897,95911,88167
"Sepi_DM24B03_00885",8239,14823,13482,11795,17560,16071,6440,6452,7713
"Sepi_DM24B03_00886",5923,5467,5372,4799,7211,6371,4832,6917,5752
"Sepi_DM24B03_00887",7,17,16,14,15,18,14,13,12
"Sepi_DM24B03_00888",20193,33041,27882,11287,18075,14966,12435,24037,20424
"Sepi_DM24B03_00889",20015,32794,27448,11064,16716,13412,12065,23237,19617
"Sepi_DM24B03_00890",33750,24481,28496,15747,24004,18893,15123,22240,15732
"Sepi_DM24B03_00891",29668,21551,24056,15796,22817,19210,14555,21476,14738
"Sepi_DM24B03_00892",24274,19717,21146,10640,16200,13580,10222,14887,10545
"Sepi_DM24B03_00893",5959,4582,4839,2227,3651,3126,2408,3214,2213
"Sepi_DM24B03_00894",71753,62490,57992,97156,127909,120318,52500,94286,92442
"Sepi_DM24B03_00895",26230,23112,23193,14496,20866,18094,9726,16701,14303
"Sepi_DM24B03_00896",4638,4404,4744,3209,5154,3971,4238,5588,4237
"Sepi_DM24B03_00897",31275,30819,30551,22840,35568,31278,24853,30589,27270
"Sepi_DM24B03_00898",33549,33893,36079,24340,37040,34166,23085,24448,20229
"Sepi_DM24B03_00899",24711,31063,29330,18594,29121,24755,17969,24786,21428
"Sepi_DM24B03_00900",11383,5924,6820,12503,17938,15258,10273,16927,11304
"Sepi_DM24B03_00901",7572,8466,9746,1979,3627,3164,1544,2086,1569
"Sepi_DM24B03_00902",89885,99513,106540,29112,48737,41631,18036,23871,21467
"Sepi_DM24B03_00903",126051,125311,140055,37029,61137,52916,24466,31426,25721
"Sepi_DM24B03_00904",20017,16130,17151,9422,14066,11130,12206,18849,15102
"Sepi_DM24B03_00905",5476,6085,5349,3505,5519,4333,4004,5981,5254
"Sepi_DM24B03_00906",3717,5201,4339,3720,5524,4860,2968,5089,3893
"Sepi_DM24B03_00907",2235,2456,2294,2266,3617,2891,2374,3705,2923
"Sepi_DM24B03_00908",1217,2421,1769,2806,3939,3097,1816,2735,2903
"Sepi_DM24B03_00909",61356,66829,62976,36970,55716,44486,22619,36561,29421
"Sepi_DM24B03_00910",24010,23348,26522,16495,26870,22099,11274,11887,11162
"Sepi_DM24B03_00911",8044,8134,9997,4362,7477,6100,2790,2422,2118
"Sepi_DM24B03_00912",2959,2648,2507,3749,5420,4853,5110,8242,7919
"Sepi_DM24B03_00913",9723,11610,9906,5334,8846,7452,4898,9811,9766
"Sepi_DM24B03_00914",29244,29124,30858,16190,24569,20146,15921,23014,16439
"Sepi_DM24B03_00915",2658,4428,3632,2819,4103,3633,3830,5827,4895
"Sepi_DM24B03_00916",8814,12140,10181,7408,10670,9752,9612,14060,12024
"Sepi_DM24B03_00917",10653,15823,13502,7727,11896,10285,9554,14050,11126
"Sepi_DM24B03_00918",11152,15399,13358,6858,10483,8531,8240,12086,9520
"Sepi_DM24B03_00919",20201,32189,26037,11846,18931,15766,11383,20816,19743
"Sepi_DM24B03_00920",72900,42256,46715,39008,56473,49439,51179,76502,66074
"Sepi_DM24B03_00921",22926,12602,14952,12075,17661,14970,16313,23362,19386
"Sepi_DM24B03_00922",5470,5169,6282,4785,7790,6650,3203,3422,4048
"Sepi_DM24B03_00923",17726,17282,21307,13609,22802,18307,9778,10181,10962
"Sepi_DM24B03_00924",21383,13162,16622,11959,19612,16515,11507,17120,15690
"Sepi_DM24B03_00925",8796,21773,16439,6583,11696,9423,7524,12152,10454
"Sepi_DM24B03_00926",1013,1549,1581,505,910,670,617,996,728
"Sepi_DM24B03_00927",181508,45754,70114,80122,106872,83875,101642,143088,109711
"Sepi_DM24B03_00928",10648,20763,15493,7943,11780,10218,10108,17319,15964
"Sepi_DM24B03_00929",8016,6972,6549,5056,7140,6266,5409,9145,8153
"Sepi_DM24B03_00930",1679,1633,1780,797,1380,945,1032,1442,926
"Sepi_DM24B03_00931",22697,26649,23821,13310,20157,17389,13085,23674,21636
"Sepi_DM24B03_00932",12258,15240,13527,6663,9686,8814,5857,11366,10378
"Sepi_DM24B03_00933",27941,26405,24348,21897,29416,26796,19336,34964,32416
"Sepi_DM24B03_00934",5055,5591,5094,6828,9082,8305,5590,7347,7253
"Sepi_DM24B03_00935",10405,7219,8637,4625,6696,5147,4467,6394,4767
"Sepi_DM24B03_00936",5098,9709,7718,5804,9190,8053,4649,6881,5189
"Sepi_DM24B03_00937",82059,60918,63293,31682,44820,38548,43051,75810,66925
"Sepi_DM24B03_00938",43975,23402,32375,23870,36144,29808,18485,21078,17371
"Sepi_DM24B03_00939",7611,7631,8278,4870,7552,5926,5078,8675,6717
"Sepi_DM24B03_00940",30106,28725,29166,18658,27292,22770,18675,33357,26547
"Sepi_DM24B03_00941",44717,44013,40660,32686,49655,43952,32970,54367,46491
"Sepi_DM24B03_00972",89,82,94,71,73,83,62,101,133
"Sepi_DM24B03_00973",718,452,519,299,448,423,429,789,656
"Sepi_DM24B03_00974",133,105,110,70,98,112,61,211,183
"Sepi_DM24B03_00975",3319,5386,3807,4093,5648,4362,3149,5914,4845
"Sepi_DM24B03_00976",1,2,1,1,0,0,0,2,1
"Sepi_DM24B03_00977",3,3,3,5,6,11,2,6,5
"Sepi_DM24B03_00978",1,3,2,3,5,5,6,3,1
"Sepi_DM24B03_00979",6,8,5,4,8,4,3,11,5
"Sepi_DM24B03_00980",79,114,89,51,73,70,41,78,65
"Sepi_DM24B03_00981",52,58,41,28,43,26,23,41,32
"Sepi_DM24B03_00982",17,14,15,7,11,8,7,14,12
"Sepi_DM24B03_00983",421,373,403,191,278,258,232,345,247
"Sepi_DM24B03_00984",237,247,193,128,201,173,152,250,248
"Sepi_DM24B03_00985",264,219,215,108,193,166,164,235,176
"Sepi_DM24B03_00986",276,246,248,178,266,242,179,343,228
"Sepi_DM24B03_00987",898,1272,1068,536,905,874,632,1214,939
"Sepi_DM24B03_00988",332,435,377,234,335,314,199,498,418
"Sepi_DM24B03_00989",272,343,272,170,279,215,155,385,354
"Sepi_DM24B03_00990",717,773,700,354,591,498,406,774,618
"Sepi_DM24B03_00991",439,474,460,271,469,341,278,484,326
"Sepi_DM24B03_00992",595,671,695,280,558,479,320,634,510
"Sepi_DM24B03_00993",308,320,302,145,283,249,143,344,318
"Sepi_DM24B03_00994",5634,5496,5118,3182,5072,4329,3081,6454,5632
"Sepi_DM24B03_00995",1151,1280,1204,637,972,861,644,1242,1043
"Sepi_DM24B03_00996",6528,6753,6622,6742,11533,9645,7154,15117,13628
"Sepi_DM24B03_00997",14,16,13,16,48,36,36,45,56
"Sepi_DM24B03_00998",42,25,34,27,46,34,28,50,33
"Sepi_DM24B03_00999",664,508,548,272,506,455,414,757,667
"Sepi_DM24B03_01000",300,172,207,61,145,97,87,146,126
"Sepi_DM24B03_01001",202,106,99,45,89,57,54,86,76
"Sepi_DM24B03_01002",474,161,229,96,162,129,165,224,145
"Sepi_DM24B03_01003",140,73,105,39,75,68,68,94,91
"Sepi_DM24B03_01004",70,57,45,26,36,32,33,53,37
"Sepi_DM24B03_01005",197,145,136,73,132,118,98,167,140
"Sepi_DM24B03_01006",247,129,128,80,143,117,101,165,99
"Sepi_DM24B03_01007",474,418,368,232,347,305,277,440,385
"Sepi_DM24B03_01008",190,130,127,61,112,109,86,144,97
"Sepi_DM24B03_01009",21,25,17,6,17,12,12,25,26
"Sepi_DM24B03_01010",1008,840,821,515,911,714,616,971,774
"Sepi_DM24B03_01011",436,354,343,368,497,455,412,683,607
"Sepi_DM24B03_01012",1485,1258,1185,1008,1548,1288,1191,2204,1939
"Sepi_DM24B03_01013",27,27,27,7,17,9,6,12,10
"Sepi_DM24B03_01014",33,35,38,10,23,22,14,24,18
"Sepi_DM24B03_01015",76,79,85,48,90,64,59,93,85
"Sepi_DM24B03_01016",122,66,69,25,50,41,19,34,22
"Sepi_DM24B03_01017",1750,1270,1246,2327,3314,3151,1872,3656,3414
"Sepi_DM24B03_01018",66,94,88,56,104,64,51,79,77
"Sepi_DM24B03_01019",7065,17895,13747,5247,8919,7118,5455,10286,8663
"Sepi_DM24B03_01020",379,790,598,233,401,292,283,582,396
"Sepi_DM24B03_01021",490,661,640,242,449,359,289,494,361
"Sepi_DM24B03_01022",8827,11173,11076,6691,11063,8822,6593,7614,6163
"Sepi_DM24B03_01023",7179,9606,9306,4374,7280,6185,4125,5296,4290
"Sepi_DM24B03_01024",47642,31001,36920,33148,49715,41495,43393,58816,46471
"Sepi_DM24B03_01025",26308,18148,19230,18980,28899,25688,25755,38253,35329
"Sepi_DM24B03_01026",3364,3788,3492,1984,3450,2827,2438,4014,3474
"Sepi_DM24B03_01027",51196,26265,32757,98871,139000,118488,81003,102330,72667
"Sepi_DM24B03_01028",55,81,55,123,223,199,122,176,137
"Sepi_DM24B03_01029",23320,23325,21247,16492,23091,20336,16190,27321,26260
"Sepi_DM24B03_01030",4990,10388,7084,3871,6802,5413,3645,7112,6422
"Sepi_DM24B03_01031",1951,3884,3232,1164,2317,1821,1212,2339,1759
"Sepi_DM24B03_01032",5136,23823,14792,2150,4946,3929,2088,3601,3117
"Sepi_DM24B03_01033",1707,7603,4286,1112,2476,2087,954,1733,1659
"Sepi_DM24B03_01034",87887,88075,94309,24210,43231,34400,30416,47599,34830
"Sepi_DM24B03_01035",30558,47792,39011,33897,53204,43108,32945,49752,40448
"Sepi_DM24B03_01036",80697,133852,108572,93168,135389,125025,76205,132863,114758
"Sepi_DM24B03_01037",29282,40052,36906,26669,37680,33607,21320,32972,26075
"Sepi_DM24B03_01038",122639,151127,126639,84416,118537,109554,73209,133675,133780
"Sepi_DM24B03_01039",8943,6462,5961,2875,4406,3769,3335,7086,6352
"Sepi_DM24B03_01040",62983,32698,37215,36800,51639,43761,40475,65157,58515
"Sepi_DM24B03_01041",31294,22109,24021,17154,25579,20283,17327,30464,26439
"Sepi_DM24B03_01042",19797,13672,14227,15393,22512,20124,15983,23506,17916
"Sepi_DM24B03_01043",34294,28252,26753,27170,35814,33495,24056,41588,36655
"Sepi_DM24B03_01044",16699,14206,13461,11601,16004,14201,10391,18094,15604
"Sepi_DM24B03_01045",25391,25637,22886,24900,37823,31720,26146,52565,47236
"Sepi_DM24B03_01046",7787,23126,14511,11462,18219,16113,9286,12886,15964
"Sepi_DM24B03_01047",17380,42126,30025,13351,22342,19423,10529,17836,20070
"Sepi_DM24B03_01048",16728,32952,29956,7207,12129,10573,6658,11471,9242
"Sepi_DM24B03_01049",10593,18270,16746,5611,9947,8379,5782,9960,7986
"Sepi_DM24B03_01058",658,725,642,520,789,580,428,751,587
"Sepi_DM24B03_01059",14293,11294,11467,6670,9602,8248,6687,10693,8980
"Sepi_DM24B03_01060",8346,7399,6947,4161,5795,5425,3663,6739,6030
"Sepi_DM24B03_01061",3290,2163,2391,4906,6732,6267,4842,6813,6003
"Sepi_DM24B03_01062",2576,2274,2368,1069,1598,1325,1017,1667,1292
"Sepi_DM24B03_01063",4192,3974,3988,1714,2861,2348,1765,2787,2134
"Sepi_DM24B03_01064",8393,6744,7637,107955,158014,134386,100651,118388,93598
"Sepi_DM24B03_01065",18027,33547,28001,16239,28716,22596,14576,20786,15186
"Sepi_DM24B03_01066",33822,65378,52099,26846,43728,40272,23053,41739,37198
"Sepi_DM24B03_01067",35700,6645,10441,27404,35814,29963,42844,47611,42270
"Sepi_DM24B03_01068",1182,2220,2019,1041,1885,1506,1102,1652,1065
"Sepi_DM24B03_01069",2005,4038,2856,1948,3660,2872,1994,3391,2562
"Sepi_DM24B03_01070",241,650,441,238,488,396,243,683,543
"Sepi_DM24B03_01071",14683,17546,18364,17400,23974,19323,24675,41570,30903
"Sepi_DM24B03_01072",1495,829,904,3016,3291,2966,3694,9313,8800
"Sepi_DM24B03_01073",34,90,58,80,94,99,62,94,97
"Sepi_DM24B03_01074",27,53,30,115,129,110,83,98,106
"Sepi_DM24B03_01075",1841,2405,2241,1376,2271,1910,1504,2619,2086
"Sepi_DM24B03_01076",21403,54046,39128,22220,38274,30934,18753,31663,27751
"Sepi_DM24B03_01077",30723,15348,17424,12588,18731,16725,15486,23848,20617
"Sepi_DM24B03_01078",11446,10801,10377,29067,37082,35775,16613,17545,21698
"Sepi_DM24B03_01079",4109,3895,4067,9144,11596,11498,5763,5802,6447
"Sepi_DM24B03_01080",14546,17091,15344,22654,29400,29933,16106,19163,20136
"Sepi_DM24B03_01081",6999,7584,7693,7166,9459,9550,5616,7345,6635
"Sepi_DM24B03_01082",905,741,933,52472,75765,61700,56019,87842,71662
"Sepi_DM24B03_01083",12229,7874,9178,4655,7189,5442,5760,8345,6378
"Sepi_DM24B03_01084",26886,21758,21728,9199,13720,11816,10142,18426,16079
"Sepi_DM24B03_01085",3576,6796,5358,2943,4838,4092,2651,4694,3600
"Sepi_DM24B03_01086",2692,5860,4806,2603,4868,3606,2433,3688,2631
"Sepi_DM24B03_01087",6519,7763,7278,6148,9155,8056,6979,10434,8937
