## Fri Jan 13 16:40:48 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_1jkldzay --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_1jkldzay --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_1jkldzay/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign denovo --num_servers 2 --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_3050	176279.SERP1388	7.86e-82	243.0	29IAD@1|root,3057G@2|Bacteria,1TXUI@1239|Firmicutes,4I6WV@91061|Bacilli,4GZAS@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3051	1163407.UU7_17264	7.2e-63	193.0	COG3666@1|root,COG3666@2|Bacteria	2|Bacteria	-	-	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1
group_3052	176280.SE_1171	4.54e-216	598.0	COG4955@1|root,COG4955@2|Bacteria,1U29N@1239|Firmicutes,4IBUD@91061|Bacilli,4GXGW@90964|Staphylococcaceae	91061|Bacilli	S	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_40
group_3053	176279.SERP1457	1.31e-242	667.0	COG2706@1|root,COG2706@2|Bacteria,1TQ3J@1239|Firmicutes,4HBHB@91061|Bacilli,4GXP6@90964|Staphylococcaceae	91061|Bacilli	G	Lactonase, 7-bladed beta-propeller	pgl	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0016787,GO:0016788,GO:0017057,GO:0019318,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0052689,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564	3.1.1.31	ko:K07404	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200	M00004,M00006,M00008	R02035	RC00537	ko00000,ko00001,ko00002,ko01000	-	-	-	Lactonase
group_3965	1167632.AJTR01000191_gene18	4.39e-179	511.0	COG1196@1|root,COG1196@2|Bacteria,1TRNI@1239|Firmicutes,4HHXH@91061|Bacilli,4GZU8@90964|Staphylococcaceae	91061|Bacilli	D	Plasmid recombination enzyme	XK26_06135	-	-	-	-	-	-	-	-	-	-	-	Mob_Pre
ebpS	176279.SERP1048	4.76e-137	411.0	COG1388@1|root,COG1388@2|Bacteria,1V9WN@1239|Firmicutes,4HJ3S@91061|Bacilli,4GXIQ@90964|Staphylococcaceae	91061|Bacilli	M	Lysin motif	ebpS	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	LysM
group_3055	279808.SH2092	3.28e-59	184.0	2EB00@1|root,3350W@2|Bacteria,1VH56@1239|Firmicutes,4HRME@91061|Bacilli,4GZF3@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3057	176279.SERP2362	6.61e-121	345.0	COG1309@1|root,COG1309@2|Bacteria,1V7H6@1239|Firmicutes,4HIAV@91061|Bacilli,4GYCG@90964|Staphylococcaceae	91061|Bacilli	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
group_3058	176280.SE_0651	4.68e-24	93.2	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,4GY76@90964|Staphylococcaceae	91061|Bacilli	L	COG3666 Transposase and inactivated derivatives	-	-	-	ko:K07487	-	-	-	-	ko00000	-	-	-	-
group_3059	176280.SE_0121	1.67e-251	691.0	COG0642@1|root,COG2205@2|Bacteria,1UV0A@1239|Firmicutes,4I2JP@91061|Bacilli,4GYWV@90964|Staphylococcaceae	91061|Bacilli	T	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	-	-	2.7.13.3	ko:K20487	ko02020,ko02024,map02020,map02024	M00816	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c
accB	176279.SERP1088	5.43e-95	278.0	COG0511@1|root,COG0511@2|Bacteria,1VAB7@1239|Firmicutes,4HKCS@91061|Bacilli,4GZ3T@90964|Staphylococcaceae	91061|Bacilli	I	first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA	accB	GO:0003674,GO:0003824,GO:0003989,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009317,GO:0009987,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0019752,GO:0032787,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576,GO:1902494	-	ko:K02160	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742	RC00040,RC00367	ko00000,ko00001,ko00002	-	-	-	Biotin_lipoyl
group_3068	176279.SERP2061	4.32e-165	464.0	COG0789@1|root,COG0789@2|Bacteria,1UZ0H@1239|Firmicutes,4HGGU@91061|Bacilli,4GYYQ@90964|Staphylococcaceae	91061|Bacilli	K	MerR family regulatory protein	-	-	-	-	-	-	-	-	-	-	-	-	MerR_1
group_3065	176279.SERP0611	0.0	966.0	COG0265@1|root,COG0265@2|Bacteria,1TRM8@1239|Firmicutes,4HA31@91061|Bacilli,4GX92@90964|Staphylococcaceae	91061|Bacilli	O	COG0265 Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	htrA	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016020,GO:0016021,GO:0016787,GO:0017171,GO:0019538,GO:0031224,GO:0043170,GO:0044238,GO:0044425,GO:0044464,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564	3.4.21.107	ko:K04771	ko01503,ko02020,map01503,map02020	M00728	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko03110	-	-	-	PDZ_2,Trypsin_2
group_3067	176279.SERP1168	8.02e-180	500.0	COG1540@1|root,COG1540@2|Bacteria,1TR8X@1239|Firmicutes,4H9PF@91061|Bacilli,4GY60@90964|Staphylococcaceae	91061|Bacilli	S	Belongs to the UPF0271 (lamB) family	-	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005975,GO:0008144,GO:0008150,GO:0008152,GO:0016787,GO:0016810,GO:0016812,GO:0017076,GO:0017168,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044238,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K07160	-	-	-	-	ko00000	-	-	-	LamB_YcsF
group_3066	176279.SERP1145	3.49e-172	481.0	COG1385@1|root,COG1385@2|Bacteria,1V1CT@1239|Firmicutes,4HH8P@91061|Bacilli,4GX4P@90964|Staphylococcaceae	91061|Bacilli	J	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	rsmE	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016436,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070042,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.193	ko:K09761	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltrans_RNA
group_1789	176279.SERP0360	9.1e-281	767.0	COG1820@1|root,COG1820@2|Bacteria,1TPFK@1239|Firmicutes,4HC6C@91061|Bacilli,4GXXS@90964|Staphylococcaceae	91061|Bacilli	G	Belongs to the metallo-dependent hydrolases superfamily. NagA family	nagA	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005515,GO:0005975,GO:0006040,GO:0006044,GO:0006046,GO:0006054,GO:0006082,GO:0008150,GO:0008152,GO:0008448,GO:0009056,GO:0009987,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0016999,GO:0017001,GO:0017144,GO:0019213,GO:0019262,GO:0019752,GO:0042737,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046348,GO:0046395,GO:0046872,GO:0046914,GO:0046983,GO:0071704,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901575	3.5.1.25	ko:K01443	ko00520,ko01130,map00520,map01130	-	R02059	RC00166,RC00300	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1
group_3073	176279.SERP0362	3.08e-207	572.0	COG0656@1|root,COG0656@2|Bacteria,1TPM1@1239|Firmicutes,4HARE@91061|Bacilli,4GXAF@90964|Staphylococcaceae	91061|Bacilli	S	aldo keto reductase	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
group_3071	176279.SERP1123	4.57e-213	588.0	COG0648@1|root,COG0648@2|Bacteria,1TP1D@1239|Firmicutes,4HB4F@91061|Bacilli,4GX85@90964|Staphylococcaceae	91061|Bacilli	L	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	nfo	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003906,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0008270,GO:0008833,GO:0009987,GO:0016787,GO:0016788,GO:0016888,GO:0016893,GO:0033554,GO:0034641,GO:0042578,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363	3.1.21.2	ko:K01151	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AP_endonuc_2
group_3072	176279.SERP1125	2.34e-264	724.0	COG0327@1|root,COG0327@2|Bacteria,1TQ27@1239|Firmicutes,4H9NY@91061|Bacilli,4GX14@90964|Staphylococcaceae	91061|Bacilli	S	Belongs to the GTP cyclohydrolase I type 2 NIF3 family	yqfO	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872	-	-	-	-	-	-	-	-	-	-	NIF3
group_3079	176280.SE_1346	1.12e-175	491.0	COG0755@1|root,COG0755@2|Bacteria,1U8IP@1239|Firmicutes,4HD6H@91061|Bacilli,4GXIH@90964|Staphylococcaceae	91061|Bacilli	O	COG0755 ABC-type transport system involved in cytochrome c biogenesis, permease component	hemX	GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015886,GO:0016020,GO:0016021,GO:0016043,GO:0017004,GO:0018130,GO:0019438,GO:0020037,GO:0022607,GO:0031224,GO:0033013,GO:0033014,GO:0034622,GO:0034641,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044271,GO:0044425,GO:0044464,GO:0046483,GO:0046906,GO:0048037,GO:0051179,GO:0051181,GO:0051186,GO:0051188,GO:0051234,GO:0055114,GO:0065003,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901678	-	ko:K02497	-	-	-	-	ko00000	-	-	-	Cytochrom_C_asm
engB	176279.SERP1237	1.12e-131	374.0	COG0218@1|root,COG0218@2|Bacteria,1TSPW@1239|Firmicutes,4HBXZ@91061|Bacilli,4GXB2@90964|Staphylococcaceae	91061|Bacilli	D	Necessary for normal cell division and for the maintenance of normal septation	engB	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0007049,GO:0008150,GO:0009987,GO:0017076,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0051301,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K03978	-	-	-	-	ko00000,ko03036	-	-	-	MMR_HSR1
group_3076	176279.SERP0976	6.24e-249	686.0	COG3853@1|root,COG3853@2|Bacteria,1TQVX@1239|Firmicutes,4H9Z6@91061|Bacilli,4GX7C@90964|Staphylococcaceae	91061|Bacilli	P	Belongs to the TelA family	telA1	-	-	-	-	-	-	-	-	-	-	-	TelA
group_3077	984892.SPSE_1462	6.36e-114	338.0	COG0582@1|root,COG0582@2|Bacteria,1TTJI@1239|Firmicutes,4HEI7@91061|Bacilli,4GZFG@90964|Staphylococcaceae	91061|Bacilli	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_4,Phage_int_SAM_5,Phage_integrase
group_3078	596319.STAWA0001_1959	5.79e-166	473.0	COG2369@1|root,COG2369@2|Bacteria,1U6KJ@1239|Firmicutes,4HGZW@91061|Bacilli,4GYNR@90964|Staphylococcaceae	91061|Bacilli	S	head morphogenesis protein, SPP1 gp7 family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_F
group_3080	176279.SERP1085	8.34e-86	253.0	COG0781@1|root,COG0781@2|Bacteria,1VA9B@1239|Firmicutes,4HKMU@91061|Bacilli,4GZ6K@90964|Staphylococcaceae	91061|Bacilli	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0006139,GO:0006351,GO:0006353,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K03625	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	NusB
group_3081	176280.SE_1828	0.0	1358.0	COG0550@1|root,COG0551@1|root,COG0550@2|Bacteria,COG0551@2|Bacteria,1TPJD@1239|Firmicutes,4HAZV@91061|Bacilli,4GY1B@90964|Staphylococcaceae	91061|Bacilli	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	topB	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003916,GO:0003917,GO:0005488,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016853,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363	5.99.1.2	ko:K03169	-	-	-	-	ko00000,ko01000,ko03032	-	-	-	Topoisom_bac,Toprim
group_3082	176279.SERP1834	3.23e-80	239.0	2ET57@1|root,33KPA@2|Bacteria,1VQFX@1239|Firmicutes,4HR42@91061|Bacilli,4GZFA@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3083	176279.SERP0551	4.04e-123	352.0	COG0398@1|root,COG0398@2|Bacteria,1TS5T@1239|Firmicutes,4HDKU@91061|Bacilli,4GX1U@90964|Staphylococcaceae	91061|Bacilli	S	SNARE associated Golgi protein	yhjE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
group_3084	176279.SERP2434	2.28e-250	687.0	COG0425@1|root,COG0607@1|root,COG2210@1|root,COG0425@2|Bacteria,COG0607@2|Bacteria,COG2210@2|Bacteria,1V2R5@1239|Firmicutes,4HG2Y@91061|Bacilli,4GXMM@90964|Staphylococcaceae	91061|Bacilli	OP	Belongs to the sulfur carrier protein TusA family	yrkE	-	-	-	-	-	-	-	-	-	-	-	DrsE_2,Rhodanese,TusA
essC	525378.HMPREF0793_1515	0.0	2400.0	COG1674@1|root,COG1674@2|Bacteria,1TRA4@1239|Firmicutes,4H9QM@91061|Bacilli,4GYT0@90964|Staphylococcaceae	91061|Bacilli	D	the current gene model (or a revised gene model) may contain a frame shift	essC	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0008144,GO:0016020,GO:0016021,GO:0017076,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044425,GO:0044464,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_SpoIIIE,FtsK_SpoIIIE_N
group_3085	176279.SERP0509	4.49e-173	485.0	COG0730@1|root,COG0730@2|Bacteria,1TPMA@1239|Firmicutes,4HBP6@91061|Bacilli,4GXQQ@90964|Staphylococcaceae	91061|Bacilli	S	membrane transporter protein	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
group_3087	176279.SERP1301	0.0	1887.0	COG1674@1|root,COG1674@2|Bacteria,1TPJR@1239|Firmicutes,4HA1S@91061|Bacilli,4GX4M@90964|Staphylococcaceae	91061|Bacilli	D	Belongs to the FtsK SpoIIIE SftA family	sftA	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0007049,GO:0007059,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044464,GO:0051301,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_SpoIIIE,Ftsk_gamma
group_3091	176279.SERP1042	1.05e-227	628.0	COG0240@1|root,COG0240@2|Bacteria,1TQ5P@1239|Firmicutes,4HAXW@91061|Bacilli,4GX9Z@90964|Staphylococcaceae	91061|Bacilli	I	Glycerol-3-phosphate dehydrogenase	gpsA	GO:0000166,GO:0003674,GO:0003824,GO:0004367,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006072,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009056,GO:0009058,GO:0009331,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019637,GO:0032991,GO:0036094,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046168,GO:0046434,GO:0046486,GO:0047952,GO:0048037,GO:0050662,GO:0051287,GO:0052646,GO:0055114,GO:0071704,GO:0090407,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901363,GO:1901575,GO:1901576,GO:1902494,GO:1990204	1.1.1.94	ko:K00057	ko00564,ko01110,map00564,map01110	-	R00842,R00844	RC00029	ko00000,ko00001,ko01000	-	-	-	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N
group_3088	176279.SERP0498	7.93e-289	790.0	COG0520@1|root,COG0520@2|Bacteria,1TQ1W@1239|Firmicutes,4HA6Z@91061|Bacilli,4GXER@90964|Staphylococcaceae	91061|Bacilli	E	Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine	sufS	GO:0000096,GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006534,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009069,GO:0009987,GO:0016740,GO:0016782,GO:0016783,GO:0019752,GO:0019842,GO:0030170,GO:0031071,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901605	2.8.1.7,4.4.1.16	ko:K11717	ko00450,ko01100,map00450,map01100	-	R03599,R11528	RC00961,RC01789,RC02313	ko00000,ko00001,ko01000	-	-	-	Aminotran_5
group_3089	176279.SERP0457	5.91e-46	148.0	29UES@1|root,30FRI@2|Bacteria,1TY1E@1239|Firmicutes,4I74F@91061|Bacilli,4GZYD@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3090	176279.SERP0460	5.32e-66	201.0	2CWCM@1|root,32SZF@2|Bacteria,1VC94@1239|Firmicutes,4HKNB@91061|Bacilli,4GZRP@90964|Staphylococcaceae	91061|Bacilli	S	Domain of unknown function (DUF4260)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4260
group_3092	176279.SERP1240	4.75e-216	597.0	2E6VC@1|root,331EY@2|Bacteria,1V5JZ@1239|Firmicutes,4HQ3P@91061|Bacilli,4GXMH@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3093	176279.SERP1915	3.16e-117	338.0	29JR2@1|root,306NC@2|Bacteria,1U020@1239|Firmicutes,4I9BT@91061|Bacilli,4GZWX@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3094	176279.SERP0250	1.18e-108	313.0	COG0454@1|root,COG0456@2|Bacteria,1V7Q4@1239|Firmicutes,4HQ4P@91061|Bacilli,4H1BF@90964|Staphylococcaceae	91061|Bacilli	K	acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
group_3095	176279.SERP1447	1.59e-33	115.0	2C5CS@1|root,33A0C@2|Bacteria,1VKIZ@1239|Firmicutes,4HRCC@91061|Bacilli,4GZY9@90964|Staphylococcaceae	91061|Bacilli	S	NETI protein	yebG	-	-	-	-	-	-	-	-	-	-	-	NETI
group_3097	176279.SERP1402	1.02e-241	666.0	COG4129@1|root,COG4129@2|Bacteria,1TPVH@1239|Firmicutes,4HAEG@91061|Bacilli,4GX1P@90964|Staphylococcaceae	91061|Bacilli	S	Fusaric acid resistance protein family	ygaE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	ArAE_1
group_3099	176279.SERP1400	4.89e-105	303.0	COG1225@1|root,COG1225@2|Bacteria,1V3N5@1239|Firmicutes,4HH7Z@91061|Bacilli,4GYY4@90964|Staphylococcaceae	91061|Bacilli	O	Redoxin	bcp	GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005623,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0019725,GO:0042221,GO:0042592,GO:0045454,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	1.11.1.15	ko:K03564	-	-	-	-	ko00000,ko01000	-	-	-	AhpC-TSA
group_3102	176279.SERP0845	5.27e-299	816.0	COG0612@1|root,COG0612@2|Bacteria,1TPN6@1239|Firmicutes,4H9P5@91061|Bacilli,4GY46@90964|Staphylococcaceae	91061|Bacilli	S	Peptidase M16 inactive domain	albE	GO:0003674,GO:0003824,GO:0005488,GO:0043167,GO:0043169,GO:0046872	-	-	-	-	-	-	-	-	-	-	Peptidase_M16_C
group_3101	1232666.JANE01000038_gene2312	2.26e-65	199.0	COG0640@1|root,COG0640@2|Bacteria,1VEER@1239|Firmicutes,4HPIB@91061|Bacilli,4GZGU@90964|Staphylococcaceae	91061|Bacilli	K	arsenical resistance operon repressor	arsR	-	-	ko:K03892	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
group_3103	435837.HMPREF0798_01685	1.08e-67	205.0	COG0640@1|root,COG0640@2|Bacteria,1VEER@1239|Firmicutes,4HMIJ@91061|Bacilli,4H1AR@90964|Staphylococcaceae	91061|Bacilli	K	helix_turn_helix, Arsenical Resistance Operon Repressor	arsR	-	-	ko:K03892	-	-	-	-	ko00000,ko03000	-	-	-	HTH_5
