## Fri Jan 13 16:09:18 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign denovo --num_servers 2 --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_966	435838.HMPREF0786_01190	3.7e-74	223.0	COG2246@1|root,COG2246@2|Bacteria,1VAAH@1239|Firmicutes,4HKEH@91061|Bacilli,4GZ64@90964|Staphylococcaceae	91061|Bacilli	S	GtrA-like protein	-	-	-	-	-	-	-	-	-	-	-	-	GtrA
group_802	435838.HMPREF0786_02375	1.45e-124	354.0	COG1670@1|root,COG1670@2|Bacteria,1V8I0@1239|Firmicutes,4HJY3@91061|Bacilli,4GXVT@90964|Staphylococcaceae	91061|Bacilli	J	Acetyltransferase (GNAT) domain	speG	-	2.3.1.57	ko:K00657	ko00330,ko01100,ko04216,map00330,map01100,map04216	M00135	R01154	RC00004,RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetyltransf_3
group_174	435838.HMPREF0786_02376	0.0	884.0	COG1982@1|root,COG1982@2|Bacteria,1TNZ9@1239|Firmicutes,4HBGC@91061|Bacilli,4GYDT@90964|Staphylococcaceae	91061|Bacilli	E	Orn Lys Arg decarboxylase	yaaO	GO:0003674,GO:0003824,GO:0016829,GO:0016830,GO:0016831	-	-	-	-	-	-	-	-	-	-	OKR_DC_1,OKR_DC_1_C
tmk	435838.HMPREF0786_02377	1.2e-140	397.0	COG0125@1|root,COG0125@2|Bacteria,1V1HE@1239|Firmicutes,4HGWR@91061|Bacilli,4GWZP@90964|Staphylococcaceae	91061|Bacilli	F	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	tmk	GO:0000166,GO:0003674,GO:0003824,GO:0004798,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006227,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009117,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046072,GO:0046075,GO:0046077,GO:0046385,GO:0046483,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.7.4.9	ko:K00943	ko00240,ko01100,map00240,map01100	M00053	R02094,R02098	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iSB619.SA_RS02535	Thymidylate_kin
group_1051	435838.HMPREF0786_02378	5.03e-73	219.0	COG3870@1|root,COG3870@2|Bacteria,1V6NI@1239|Firmicutes,4HIHA@91061|Bacilli,4GZ45@90964|Staphylococcaceae	91061|Bacilli	S	Cyclic-di-AMP receptor	yaaQ	-	-	-	-	-	-	-	-	-	-	-	CdAMP_rec
group_433	435838.HMPREF0786_02379	2.28e-219	605.0	COG0470@1|root,COG0470@2|Bacteria,1TRVS@1239|Firmicutes,4HA3T@91061|Bacilli,4GX5K@90964|Staphylococcaceae	91061|Bacilli	L	DNA polymerase III	holB	-	2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2
group_531	435838.HMPREF0786_02380	1.05e-183	511.0	COG1774@1|root,COG1774@2|Bacteria,1TP1V@1239|Firmicutes,4H9M9@91061|Bacilli,4GWZ4@90964|Staphylococcaceae	91061|Bacilli	S	Signal peptidase	yaaT	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009653,GO:0009987,GO:0030154,GO:0030435,GO:0032502,GO:0043934,GO:0044424,GO:0044464,GO:0048646,GO:0048856,GO:0048869	-	-	-	-	-	-	-	-	-	-	PSP1
yabA	435838.HMPREF0786_02381	5.73e-75	224.0	COG4467@1|root,COG4467@2|Bacteria,1VA1F@1239|Firmicutes,4HKND@91061|Bacilli,4GZG5@90964|Staphylococcaceae	91061|Bacilli	L	Involved in initiation control of chromosome replication	yabA	GO:0003674,GO:0005488,GO:0005515,GO:0006139,GO:0006259,GO:0006260,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0034641,GO:0034645,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901576	-	-	-	-	-	-	-	-	-	-	YabB
group_605	435838.HMPREF0786_02382	2.7e-173	483.0	COG4123@1|root,COG4123@2|Bacteria,1TQ25@1239|Firmicutes,4HA8W@91061|Bacilli,4GXF1@90964|Staphylococcaceae	91061|Bacilli	S	Methyltransferase small domain	yabB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0044424,GO:0044444,GO:0044464	2.1.1.223	ko:K07461,ko:K15460	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	MTS
group_1153	435838.HMPREF0786_02383	3.28e-52	164.0	COG2827@1|root,COG2827@2|Bacteria,1VEZF@1239|Firmicutes,4HNHJ@91061|Bacilli,4GZK2@90964|Staphylococcaceae	91061|Bacilli	L	endonuclease containing a URI domain	yazA	-	-	ko:K07461	-	-	-	-	ko00000	-	-	-	GIY-YIG
rsmI	435838.HMPREF0786_02384	5.58e-185	516.0	COG0313@1|root,COG0313@2|Bacteria,1TP6U@1239|Firmicutes,4HAH8@91061|Bacilli,4GXK9@90964|Staphylococcaceae	91061|Bacilli	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
metG	435838.HMPREF0786_02385	0.0	1297.0	COG0073@1|root,COG0143@1|root,COG0073@2|Bacteria,COG0143@2|Bacteria,1TPA1@1239|Firmicutes,4H9VC@91061|Bacilli,4GX2N@90964|Staphylococcaceae	91061|Bacilli	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	GO:0000049,GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004825,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1g,tRNA_bind
group_561	435838.HMPREF0786_02386	4.35e-189	524.0	COG0084@1|root,COG0084@2|Bacteria,1TNY1@1239|Firmicutes,4HA74@91061|Bacilli,4GXX6@90964|Staphylococcaceae	91061|Bacilli	L	Deoxyribonuclease	tatD	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016788,GO:0016888,GO:0016893,GO:0019439,GO:0034641,GO:0034655,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0046872,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
rnmV	435838.HMPREF0786_02387	3.39e-127	362.0	COG1658@1|root,COG1658@2|Bacteria,1V3K3@1239|Firmicutes,4HH5Y@91061|Bacilli,4GXYY@90964|Staphylococcaceae	91061|Bacilli	J	Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step	rnmV	GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019843,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043167,GO:0043169,GO:0043170,GO:0043822,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363	3.1.26.8	ko:K05985	-	-	-	-	ko00000,ko01000	-	-	-	DUF4093,Toprim
rsmA	435838.HMPREF0786_02388	1.83e-203	564.0	COG0030@1|root,COG0030@2|Bacteria,1TP9W@1239|Firmicutes,4HA4R@91061|Bacilli,4GX01@90964|Staphylococcaceae	91061|Bacilli	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	ksgA	GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008988,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0052908,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140098,GO:0140102,GO:1901360,GO:1901363	2.1.1.182	ko:K02528	-	-	R10716	RC00003,RC03257	ko00000,ko01000,ko03009	-	-	-	RrnaAD
group_1132	176279.SERP0132	1.77e-56	175.0	COG4466@1|root,COG4466@2|Bacteria,1VEQM@1239|Firmicutes,4HKF8@91061|Bacilli,4GZF1@90964|Staphylococcaceae	91061|Bacilli	S	Biofilm formation stimulator VEG	veg	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009653,GO:0009987,GO:0030154,GO:0030435,GO:0032502,GO:0043934,GO:0044424,GO:0044464,GO:0048646,GO:0048856,GO:0048869	-	-	-	-	-	-	-	-	-	-	VEG
ispE	435838.HMPREF0786_02390	1.12e-206	571.0	COG1947@1|root,COG1947@2|Bacteria,1TPXV@1239|Firmicutes,4HAV8@91061|Bacilli,4GXFG@90964|Staphylococcaceae	91061|Bacilli	I	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016114,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0046490,GO:0050515,GO:0071704,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901265,GO:1901363,GO:1901576	2.7.1.148	ko:K00919,ko:K16924	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096,M00582	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.29	-	iYO844.BSU00460	GHMP_kinases_C,GHMP_kinases_N
purR	435838.HMPREF0786_02391	2.67e-185	516.0	COG0503@1|root,COG0503@2|Bacteria,1TPN9@1239|Firmicutes,4HB8I@91061|Bacilli,4GYC4@90964|Staphylococcaceae	91061|Bacilli	F	pur operon repressor	purR	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006141,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009116,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0045892,GO:0045934,GO:0045982,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0055086,GO:0060255,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901135,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901657,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K09685	-	-	-	-	ko00000,ko03000	-	-	-	Pribosyltran,PuR_N
group_969	435838.HMPREF0786_02392	1.16e-81	242.0	COG0251@1|root,COG0251@2|Bacteria,1V6HG@1239|Firmicutes,4HKEF@91061|Bacilli,4GZ3R@90964|Staphylococcaceae	91061|Bacilli	J	translation initiation inhibitor, yjgF family	yabJ	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006549,GO:0006629,GO:0006631,GO:0006633,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009636,GO:0009987,GO:0016053,GO:0016787,GO:0019239,GO:0019752,GO:0032787,GO:0042221,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046360,GO:0046361,GO:0046394,GO:0046459,GO:0050896,GO:0051790,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.5.99.10	ko:K09022	-	-	R11098,R11099	RC03275,RC03354	ko00000,ko01000	-	-	-	Ribonuc_L-PSP
spoVG	176279.SERP0136	7.41e-65	197.0	COG2088@1|root,COG2088@2|Bacteria,1V9ZG@1239|Firmicutes,4HIPT@91061|Bacilli,4GZDT@90964|Staphylococcaceae	91061|Bacilli	D	Could be involved in septation	spoVG	GO:0007049,GO:0008150,GO:0009653,GO:0009987,GO:0030154,GO:0030435,GO:0032502,GO:0043934,GO:0048646,GO:0048856,GO:0048869,GO:0051301	-	ko:K06412	-	-	-	-	ko00000	-	-	-	SpoVG
glmU	435838.HMPREF0786_02394	7.75e-313	853.0	COG1207@1|root,COG1207@2|Bacteria,1TP88@1239|Firmicutes,4H9V5@91061|Bacilli,4GX5E@90964|Staphylococcaceae	91061|Bacilli	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain	glmU	GO:0000270,GO:0000271,GO:0000287,GO:0000902,GO:0003674,GO:0003824,GO:0003977,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008360,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009226,GO:0009245,GO:0009247,GO:0009252,GO:0009273,GO:0009311,GO:0009312,GO:0009653,GO:0009987,GO:0016043,GO:0016051,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0018130,GO:0019134,GO:0019438,GO:0019637,GO:0022603,GO:0022604,GO:0030203,GO:0032502,GO:0032989,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0045229,GO:0046349,GO:0046467,GO:0046483,GO:0046493,GO:0046872,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0055086,GO:0065007,GO:0065008,GO:0070569,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1903509	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,NTP_transferase
group_388	435838.HMPREF0786_02395	3.67e-227	626.0	COG0462@1|root,COG0462@2|Bacteria,1TQ6Q@1239|Firmicutes,4HB61@91061|Bacilli,4GX9W@90964|Staphylococcaceae	91061|Bacilli	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004749,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006015,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009123,GO:0009124,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016778,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046390,GO:0046391,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran_N
group_675	435838.HMPREF0786_02396	4.25e-141	400.0	COG1825@1|root,COG1825@2|Bacteria,1VA38@1239|Firmicutes,4HGMQ@91061|Bacilli,4GXFN@90964|Staphylococcaceae	91061|Bacilli	J	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance	ctc	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02897	ko03010,map03010	M00178	-	-	ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L25p,Ribosomal_TL5_C
pth	435838.HMPREF0786_02397	9.65e-135	381.0	COG0193@1|root,COG0193@2|Bacteria,1V3NB@1239|Firmicutes,4HH2Z@91061|Bacilli,4GX6G@90964|Staphylococcaceae	91061|Bacilli	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	pth	GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009653,GO:0009987,GO:0016787,GO:0016788,GO:0030154,GO:0030435,GO:0032502,GO:0043934,GO:0044424,GO:0044464,GO:0048646,GO:0048856,GO:0048869,GO:0052689,GO:0140098,GO:0140101	3.1.1.29	ko:K01056	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	Pept_tRNA_hydro
mfd	435838.HMPREF0786_02398	0.0	2257.0	COG1197@1|root,COG1197@2|Bacteria,1TPF1@1239|Firmicutes,4H9NB@91061|Bacilli,4GX5X@90964|Staphylococcaceae	91061|Bacilli	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site	mfd	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363	-	ko:K03723	ko03420,map03420	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF
group_104	435838.HMPREF0786_02399	0.0	902.0	COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,4HACG@91061|Bacilli,4GY5F@90964|Staphylococcaceae	91061|Bacilli	S	COG2244 Membrane protein involved in the export of O-antigen and teichoic acid	yabM	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	ko:K03328	-	-	-	-	ko00000	2.A.66.2	-	-	Polysacc_synt,Polysacc_synt_C
