## Fri Jan 13 17:18:22 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_icavz9va --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_icavz9va --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_icavz9va/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign denovo --num_servers 2 --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
group_3262	435837.HMPREF0798_00348	6.56e-48	152.0	COG4479@1|root,COG4479@2|Bacteria,1VMPX@1239|Firmicutes,4I708@91061|Bacilli,4GZP9@90964|Staphylococcaceae	91061|Bacilli	S	Belongs to the UPF0346 family	-	-	-	-	-	-	-	-	-	-	-	-	YozE_SAM_like
group_3263	629742.STAHO0001_0575	1.22e-170	487.0	29I82@1|root,30554@2|Bacteria,1TXQM@1239|Firmicutes,4I6RX@91061|Bacilli,4GYIS@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rpmG_2~~~rpmG_1	1194526.A284_06955	5.33e-30	105.0	COG0267@1|root,COG0267@2|Bacteria,1VEJ4@1239|Firmicutes,4HNIM@91061|Bacilli,4GZWV@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the bacterial ribosomal protein bL33 family	rpmG	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
group_3268	1194526.A284_12322	0.0	886.0	COG0166@1|root,COG0166@2|Bacteria,1TP29@1239|Firmicutes,4H9VI@91061|Bacilli,4GXNV@90964|Staphylococcaceae	91061|Bacilli	G	Belongs to the GPI family	pgi	GO:0003674,GO:0003824,GO:0004347,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
group_3269	435837.HMPREF0798_00228	4.24e-109	314.0	COG0517@1|root,COG1349@1|root,COG0517@2|Bacteria,COG1349@2|Bacteria,1TRZD@1239|Firmicutes,4HC4C@91061|Bacilli,4GY1D@90964|Staphylococcaceae	91061|Bacilli	K	CBS domain	ccpN	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045013,GO:0045892,GO:0045934,GO:0045990,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0061984,GO:0061985,GO:0065007,GO:0070887,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	CBS
group_3275	435837.HMPREF0798_00516	2.04e-68	207.0	COG2739@1|root,COG2739@2|Bacteria,1VEGP@1239|Firmicutes,4HKK6@91061|Bacilli,4GZDS@90964|Staphylococcaceae	91061|Bacilli	S	Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY ffh. May be a regulatory protein	ylxM	GO:0003674,GO:0008150,GO:0030234,GO:0030695,GO:0050790,GO:0060589,GO:0065007,GO:0065009,GO:0098772	-	ko:K09787	-	-	-	-	ko00000	-	-	-	UPF0122
group_3276	629742.STAHO0001_1374	4.41e-67	203.0	COG2329@1|root,COG2329@2|Bacteria,1VBU1@1239|Firmicutes,4HKIH@91061|Bacilli,4GZEP@90964|Staphylococcaceae	91061|Bacilli	C	Allows bacterial pathogens to use the host heme as an iron source. Catalyzes the oxidative degradation of the heme macrocyclic porphyrin ring to the oxo-bilirubin chromophore staphylobilin (a mixture of the linear tetrapyrroles 5-oxo-delta- bilirubin and 15-oxo-beta-bilirubin) in the presence of a suitable electron donor such as ascorbate or NADPH--cytochrome P450 reductase, with subsequent release of free iron	isdG	GO:0003674,GO:0003824,GO:0004392,GO:0004497,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016705,GO:0019725,GO:0030003,GO:0033212,GO:0042592,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046916,GO:0048878,GO:0050801,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0098771	1.14.99.48	ko:K07145	ko00860,ko01110,map00860,map01110	-	R10468,R10510	RC03185	ko00000,ko00001,ko01000	-	-	-	ABM
group_3280	435837.HMPREF0798_00356	0.0	1842.0	COG0567@1|root,COG0567@2|Bacteria,1TRDW@1239|Firmicutes,4HAUI@91061|Bacilli,4GX6W@90964|Staphylococcaceae	91061|Bacilli	C	The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2). It contains multiple copies of three enzymatic components 2- oxoglutarate dehydrogenase (E1), dihydrolipoamide succinyltransferase (E2) and lipoamide dehydrogenase (E3)	odhA	GO:0003674,GO:0003824,GO:0004591,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006099,GO:0006101,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009060,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015980,GO:0016052,GO:0016053,GO:0016310,GO:0016491,GO:0016624,GO:0016903,GO:0016999,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0019842,GO:0030976,GO:0032787,GO:0032991,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0036094,GO:0042866,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0071704,GO:0072330,GO:0072350,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901681,GO:1902494,GO:1990204,GO:1990234	1.2.4.2	ko:K00164	ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00032	R00621,R01933,R01940,R03316,R08549	RC00004,RC00027,RC00627,RC02743,RC02833,RC02883	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	E1_dh,OxoGdeHyase_C,Transket_pyr
group_3281	435837.HMPREF0798_00353	8.89e-157	440.0	COG0745@1|root,COG0745@2|Bacteria,1TS81@1239|Firmicutes,4H9NE@91061|Bacilli,4GX3G@90964|Staphylococcaceae	91061|Bacilli	K	response regulator ArlR	arlR	GO:0000160,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009405,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023052,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044419,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051704,GO:0051716,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K18941	ko02020,map02020	M00716,M00717	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
group_3286	435837.HMPREF0798_00268	1.72e-40	134.0	COG1722@1|root,COG1722@2|Bacteria,1VK9I@1239|Firmicutes,4HRGZ@91061|Bacilli,4GZY5@90964|Staphylococcaceae	91061|Bacilli	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008855,GO:0009056,GO:0009057,GO:0009318,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0019439,GO:0032991,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575,GO:1902494	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
group_3289	904314.SEVCU012_2208	7.17e-258	706.0	COG0425@1|root,COG0607@1|root,COG2210@1|root,COG0425@2|Bacteria,COG0607@2|Bacteria,COG2210@2|Bacteria,1V2R5@1239|Firmicutes,4HG2Y@91061|Bacilli,4GXMM@90964|Staphylococcaceae	91061|Bacilli	OP	Belongs to the sulfur carrier protein TusA family	yrkE	-	-	-	-	-	-	-	-	-	-	-	DrsE_2,Rhodanese,TusA
rlmN	435837.HMPREF0798_00535	2e-264	724.0	COG0820@1|root,COG0820@2|Bacteria,1TPVF@1239|Firmicutes,4H9NU@91061|Bacilli,4GXRC@90964|Staphylococcaceae	91061|Bacilli	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs	rlmN	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042221,GO:0042254,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0046677,GO:0046872,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0070040,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360	2.1.1.192	ko:K06941	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Fer4_14,Radical_SAM
group_3291	435837.HMPREF0798_00107	2.42e-91	267.0	COG0589@1|root,COG0589@2|Bacteria,1V6RY@1239|Firmicutes,4HIZM@91061|Bacilli,4GZ5K@90964|Staphylococcaceae	91061|Bacilli	T	Belongs to the universal stress protein A family	nhaX	-	-	-	-	-	-	-	-	-	-	-	Usp
group_3294	466038.KI421440_gene1151	3.87e-22	100.0	COG1215@1|root,COG1215@2|Bacteria,1RFK8@1224|Proteobacteria	1224|Proteobacteria	M	Glycosyl transferase	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
xpt	435837.HMPREF0798_01597	1.36e-131	374.0	COG0503@1|root,COG0503@2|Bacteria,1V1DU@1239|Firmicutes,4HFNW@91061|Bacilli,4GXKN@90964|Staphylococcaceae	91061|Bacilli	F	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis	xpt	GO:0000310,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006163,GO:0006164,GO:0006166,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032261,GO:0032265,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0043094,GO:0043101,GO:0043173,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046110,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097292,GO:0097293,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.22	ko:K03816	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R01229,R02142	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	iYO844.BSU22070	-
group_3296	435837.HMPREF0798_00369	8.38e-258	706.0	COG0787@1|root,COG0787@2|Bacteria,1UCXI@1239|Firmicutes,4HEGM@91061|Bacilli,4GX0A@90964|Staphylococcaceae	91061|Bacilli	E	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr2	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006522,GO:0006523,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008784,GO:0009058,GO:0009078,GO:0009079,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0030632,GO:0036361,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046144,GO:0046145,GO:0046394,GO:0046416,GO:0046436,GO:0046437,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N
group_3297	1234593.ANBY01000020_gene1353	6.13e-20	82.4	2BE2A@1|root,327SZ@2|Bacteria,1TW1V@1239|Firmicutes,4I4R6@91061|Bacilli,4H06E@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3299	279808.SH1166	0.0	1258.0	COG1511@1|root,COG1511@2|Bacteria,1V0HE@1239|Firmicutes,4HATS@91061|Bacilli,4GX51@90964|Staphylococcaceae	91061|Bacilli	D	Domain of Unknown Function (DUF1542)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1542,YSIRK_signal
aroA	435837.HMPREF0798_00314	1.72e-304	831.0	COG0128@1|root,COG0128@2|Bacteria,1TPIH@1239|Firmicutes,4HBHZ@91061|Bacilli,4GXRM@90964|Staphylococcaceae	91061|Bacilli	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	GO:0003674,GO:0003824,GO:0003866,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019438,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046417,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase
group_3301	1234593.ANBY01000072_gene868	7.09e-114	346.0	COG1401@1|root,COG1401@2|Bacteria,1TPIP@1239|Firmicutes,4HH8S@91061|Bacilli,4H1PS@90964|Staphylococcaceae	91061|Bacilli	V	AAA domain (dynein-related subfamily)	-	GO:0000166,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0005524,GO:0006139,GO:0006259,GO:0006304,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0008144,GO:0008150,GO:0008152,GO:0009036,GO:0009307,GO:0009987,GO:0015666,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0016887,GO:0016888,GO:0016893,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044355,GO:0046483,GO:0050896,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:0099046,GO:0140097,GO:1901265,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	AAA_5
group_3303	435837.HMPREF0798_00614	1.93e-58	181.0	COG4838@1|root,COG4838@2|Bacteria,1VAXB@1239|Firmicutes,4HKIX@91061|Bacilli,4GZCH@90964|Staphylococcaceae	91061|Bacilli	S	Belongs to the UPF0358 family	ylaN	-	-	-	-	-	-	-	-	-	-	-	DUF1507
group_3306	435837.HMPREF0798_00015	2.63e-66	202.0	COG3679@1|root,COG3679@2|Bacteria,1VASS@1239|Firmicutes,4HKKC@91061|Bacilli,4GZ5B@90964|Staphylococcaceae	91061|Bacilli	S	Belongs to the UPF0342 family	yheA	-	-	-	-	-	-	-	-	-	-	-	Com_YlbF
group_3309	435837.HMPREF0798_01558	3.86e-114	328.0	COG1988@1|root,COG1988@2|Bacteria,1V3QT@1239|Firmicutes,4HGYG@91061|Bacilli,4GZ02@90964|Staphylococcaceae	91061|Bacilli	S	membrane-bound metal-dependent	yvsG	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	ko:K07038	-	-	-	-	ko00000	-	-	-	YdjM
group_3310	629742.STAHO0001_2061	1.21e-20	82.0	2CDDW@1|root,30454@2|Bacteria,1TW1Q@1239|Firmicutes,4I4R2@91061|Bacilli,4H05U@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3312	435837.HMPREF0798_01063	4.94e-287	783.0	COG1473@1|root,COG1473@2|Bacteria,1TPD7@1239|Firmicutes,4H9WQ@91061|Bacilli,4GWZ0@90964|Staphylococcaceae	91061|Bacilli	E	Peptidase dimerisation domain	-	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20
group_3313	435837.HMPREF0798_00750	2.06e-70	213.0	COG1320@1|root,COG1320@2|Bacteria,1VABT@1239|Firmicutes,4HKB4@91061|Bacilli,4GZHT@90964|Staphylococcaceae	91061|Bacilli	P	Mnh complex is a Na( ) H( ) antiporter involved in Na( ) excretion	mnhG	GO:0003674,GO:0005215,GO:0005451,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015491,GO:0015672,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0034220,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0099516,GO:1902600	-	ko:K05571	-	-	-	-	ko00000,ko02000	2.A.63.1,2.A.63.2	-	-	PhaG_MnhG_YufB
group_3315	435837.HMPREF0798_02012	4.19e-68	207.0	2CH6C@1|root,334YY@2|Bacteria,1VHJJ@1239|Firmicutes,4HQP5@91061|Bacilli,4GZRX@90964|Staphylococcaceae	91061|Bacilli	S	ATP synthase I chain	-	-	-	ko:K02116	-	-	-	-	ko00000,ko00194	3.A.2.1	-	-	ATP-synt_I
group_3316	435837.HMPREF0798_01467	3.65e-70	212.0	COG1846@1|root,COG1846@2|Bacteria,1VQH8@1239|Firmicutes,4I355@91061|Bacilli,4GZJD@90964|Staphylococcaceae	91061|Bacilli	K	regulator	sarR	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009405,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044419,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	-
group_3317	435837.HMPREF0798_01952	7.88e-27	98.2	2C1B1@1|root,305CM@2|Bacteria,1TY1A@1239|Firmicutes,4I74A@91061|Bacilli,4GZY4@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
group_3318	629742.STAHO0001_1265	9.07e-233	639.0	COG1957@1|root,COG1957@2|Bacteria,1TRGU@1239|Firmicutes,4H9TZ@91061|Bacilli,4GY78@90964|Staphylococcaceae	91061|Bacilli	F	inosine-uridine preferring nucleoside hydrolase	iunH5	-	3.2.2.1	ko:K01239	ko00230,ko00760,ko01100,map00230,map00760,map01100	-	R01245,R01273,R01677,R01770,R02143	RC00033,RC00063,RC00122,RC00318,RC00485	ko00000,ko00001,ko01000	-	-	-	IU_nuc_hydro
thiS	435837.HMPREF0798_01271	4.08e-39	130.0	COG2104@1|root,COG2104@2|Bacteria,1VKB4@1239|Firmicutes,4I73S@91061|Bacilli,4GZXA@90964|Staphylococcaceae	91061|Bacilli	H	Thiamine biosynthesis protein ThiS	thiS	-	-	ko:K03154	ko04122,map04122	-	-	-	ko00000,ko00001	-	-	-	ThiS
group_3324	435837.HMPREF0798_01615	2.72e-42	138.0	COG4481@1|root,COG4481@2|Bacteria,1VEQ7@1239|Firmicutes,4HNHU@91061|Bacilli,4GZKA@90964|Staphylococcaceae	91061|Bacilli	S	Bacterial protein of unknown function (DUF951)	yyzM	-	-	-	-	-	-	-	-	-	-	-	DUF951
